id,company,year,scope,value,category,source,source_link,notes
0488344b-7db6-4b6f-adce-b1c1fa90e49d,Andritz AG,2019,1,23160,,Finanzbericht 2020,https://drive.google.com/file/d/1J9113qIf2GFPViBFXSGTUw4_PbAN_ZCM/view?usp=drive_link,
ad210256-13cb-4f75-af77-02223fe72930,Österreichische Post AG,2017,2,,unclear,Nachhaltigkeitsbericht 2018,https://drive.google.com/file/d/1XpW1D3V1nLOoVcwjXgCi8znjh8pdr99B/view?usp=drive_link,
5bc39efd-3e06-4ac7-9845-a342f0d595ce,Verbund AG,2017,2,,unclear,integrierter Geschäftsbericht 2018,https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link,
6c7bf092-5253-4987-8dc4-5ada9248809e,Immofinanz AG,2018,2,,market_based,nichtfinanzielle Erklärung 2019,https://drive.google.com/file/d/1EDUq3BqXe1pJEZS_J9wSwxKmjN6AiUGD/view?usp=drive_link,
ed152bfd-e5b9-458d-98bc-18bc267f63b0,Mayr-Melnhof Karton AG,2017,3,,,Nichtfinanzieller Bericht 2020,https://drive.google.com/file/d/1iZ_G5rzy37pw8DPs9ufrhzisQkouxFk2/view?usp=drive_link,
2b1c5b9f-ab26-488e-ae1d-c09ed1e64f79,Wienerberger AG,2018,2,,location_based,Geschäftsbericht 2020,https://drive.google.com/file/d/1lfp5WPbMB5RVR2hbSDtAqilDYo7R9J5Z/view?usp=drive_link,"Die CO2 Emissionszahlen haben sich in den folgenden Geschäftsberichten beinahe verdoppelt. Wienerberger schreibt 2021: ""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren vergleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""; In Wirklichkeit wurden aber auch die Zahlen für 2019 angepasst und der Unterschied ist beträchtlich."
ad95739c-c766-4b0d-a18b-62b052eef6c3,Österreichische Post AG,2017,2,,location_based,Nachhaltigkeitsbericht 2018,https://drive.google.com/file/d/1XpW1D3V1nLOoVcwjXgCi8znjh8pdr99B/view?usp=drive_link,
f758600e-798b-4990-b1dc-6480fa5a878a,Mayr-Melnhof Karton AG,2017,2,,location_based,Nichtfinanzieller Bericht 2020,https://drive.google.com/file/d/1iZ_G5rzy37pw8DPs9ufrhzisQkouxFk2/view?usp=drive_link,
7b2afc89-4c3c-4d5f-ad6b-a6661913de83,Erste Group Bank AG,2018,1,23297,,Nichtfinanzieller Bericht 2019,https://drive.google.com/file/d/1TSW4MTtGEHHITOyIoPngSKassxACzqiW/view?usp=drive_link,
9e095a77-f16f-4819-be19-b05ce87b81fb,BAWAG Group AG,2017,2,,unclear,CSR Report 2019,https://drive.google.com/file/d/1LKiivHOoV7xGMvXsRWW4UV269cJD1jxm/view?usp=drive_link,
8a65d6ef-9b7e-4fa5-b3e1-f3018a0588e2,Schoeller-Bleckmann Oilfield Equipment AG,2018,2,,location_based,,,"seit 2017 gibt es CO2 Zahlen, nach welchem Standard oder welchen Scopes, ist unklar. vermutlich von der Größenordnung Scope 1 und 2 zusammen"
ddcc8415-2430-415c-91d6-93e535592658,Lenzing AG,2017,2,630000,market_based,Nachhaltigkeitsbericht 2023,https://drive.google.com/file/d/1p5Pk6oDNMQly8ejfqTgxEP5n6AHPc7si/view?usp=drive_link,
c928fd36-48b9-4116-a1e5-c8c59c85368d,STRABAG SE,2017,2,234965,location_based,Nichtfinanzieller Bericht 2019,https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link,
5a07e47c-6e6c-4d3e-9107-223e737498b9,Lenzing AG,2018,2,,location_based,Nachhaltigkeitsbericht 2020,https://drive.google.com/file/d/1WKdbzye4oocivdE4R4sgxHqsYEB44cl9/view?usp=drive_link,
4ec3eed6-d8b3-4ccc-8c78-f70f151910cc,Vienna Insurance Group AG,2017,3,,,,,
6ea3a724-69d1-481f-b876-88db5f5f6802,Vienna Insurance Group AG,2017,1,,,,,
33e830e4-4738-455e-b9da-5b471bcb6778,CA Immobilien Anlagen AG,2019,3,30150,,Konzernlagebericht 2022,https://drive.google.com/file/d/1UA0ubBYCo33_haDn8VYWURhPSLeSY5vu/view?usp=drive_link,
bcd33fcf-01bc-4e87-a6df-f483f3661fd8,AT & S AG,2018,1,,,Nichtfinanzieller Bericht 2019/20,https://drive.google.com/file/d/1nXc9V-PWOEOtScestA5QLZ29Y-c5damS/view?usp=drive_link,"Nachhaltigkeitsbereicht für Geschäftsjahr 2018/2019 fehlt, daher rückwirkende Daten aus NHK 2019/2020; 
Geschäftsjahr 2018/2019"
c98b9b6d-beda-438f-8e6f-13cf4d12933d,AT & S AG,2018,2,,unclear,Nichtfinanzieller Bericht 2019/20,https://drive.google.com/file/d/1nXc9V-PWOEOtScestA5QLZ29Y-c5damS/view?usp=drive_link,"Nachhaltigkeitsbereicht für Geschäftsjahr 2018/2019 fehlt, daher rückwirkende Daten aus NHK 2019/2020; 
Geschäftsjahr 2018/2019"
3246c330-55fb-4f73-a2d8-694f04665c33,Raiffeisen Bank International AG,2017,1,6270,,Nachhaltigkeitsbericht 2018,https://drive.google.com/file/d/1z76F_Fd_1N-AwWr_667vf1f8FCy4kzok/view?usp=drive_link,
f103f18c-45e6-4c7f-8768-db671dee6554,STRABAG SE,2017,2,,unclear,Nichtfinanzieller Bericht 2019,https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link,
6bf0b5ac-efb4-4a97-9456-789dc1aa0012,Lenzing AG,2018,2,600000,market_based,Nachhaltigkeitsbericht 2020,https://drive.google.com/file/d/1WKdbzye4oocivdE4R4sgxHqsYEB44cl9/view?usp=drive_link,
05a3955b-dae4-4ac7-84dc-291cec5b2000,Mayr-Melnhof Karton AG,2018,2,,location_based,Nichtfinanzieller Bericht 2020,https://drive.google.com/file/d/1iZ_G5rzy37pw8DPs9ufrhzisQkouxFk2/view?usp=drive_link,
3c9e63fa-70cd-4a12-b3bf-8d874ee158c3,STRABAG SE,2018,1,844209,,Geschäfstbericht 2022,https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link,
8ec50370-a870-45c1-b855-28dd167cd9a2,Erste Group Bank AG,2018,2,,market_based,Nichtfinanzieller Bericht 2019,https://drive.google.com/file/d/1TSW4MTtGEHHITOyIoPngSKassxACzqiW/view?usp=drive_link,
be19419a-60b1-4113-bf13-67211dc7ad99,Erste Group Bank AG,2018,2,,location_based,Nichtfinanzieller Bericht 2019,https://drive.google.com/file/d/1TSW4MTtGEHHITOyIoPngSKassxACzqiW/view?usp=drive_link,
be3ad9f9-60ef-4fed-88f6-48227dbfadbd,Voestalpine AG,2017,2,,location_based,Corporate Responsibility Report 2021/22,https://drive.google.com/file/d/1HJxx2QfaG3m6YH7NkQsPC9asGXIfUrY4/view?usp=drive_link,
f2c0723f-3659-447b-b2b0-85d6b2d4f0d1,AT & S AG,2018,2,,location_based,Nichtfinanzieller Bericht 2019/20,https://drive.google.com/file/d/1nXc9V-PWOEOtScestA5QLZ29Y-c5damS/view?usp=drive_link,"Nachhaltigkeitsbereicht für Geschäftsjahr 2018/2019 fehlt, daher rückwirkende Daten aus NHK 2019/2020; 
Geschäftsjahr 2018/2019"
1b7c0b91-9472-4dfd-af0b-540689682299,OMV AG,2017,2,,location_based,Nachhaltigkeitsbericht 2021,https://drive.google.com/file/d/1hQ5O9uGl04sEQIl0mQcojDabb9PrSKo9/view?usp=drive_link,
740d0881-d276-48d4-9b72-146d00bef3fb,Do & Co AG,2017,2,,market_based,,,
0858d0db-25a0-4607-8c0f-507910568567,Andritz AG,2019,2,,unclear,Finanzbericht 2020,https://drive.google.com/file/d/1J9113qIf2GFPViBFXSGTUw4_PbAN_ZCM/view?usp=drive_link,
4178a817-67d2-4f67-893c-4ca5a1aa3fc8,STRABAG SE,2018,3,,,Geschäfstbericht 2022,https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link,
336c3c91-7a1e-4f83-b68d-093b676d8dbe,Wienerberger AG,2018,2,,unclear,Geschäftsbericht 2020,https://drive.google.com/file/d/1lfp5WPbMB5RVR2hbSDtAqilDYo7R9J5Z/view?usp=drive_link,"Die CO2 Emissionszahlen haben sich in den folgenden Geschäftsberichten beinahe verdoppelt. Wienerberger schreibt 2021: ""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren vergleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""; In Wirklichkeit wurden aber auch die Zahlen für 2019 angepasst und der Unterschied ist beträchtlich."
d11bb0f5-b093-4b68-8b2c-acd2a237f5d5,Do & Co AG,2017,3,,,,,
dbf287c6-c708-4c52-86de-dcfe6c942826,Österreichische Post AG,2017,3,27421,,Nachhaltigkeitsbericht 2018,https://drive.google.com/file/d/1XpW1D3V1nLOoVcwjXgCi8znjh8pdr99B/view?usp=drive_link,
5623302f-3736-483d-84a9-770e32cb17f7,Do & Co AG,2018,3,,,,,
2c69a3a6-20f3-475d-a65c-96e0e1f96220,Andritz AG,2019,2,,market_based,Finanzbericht 2020,https://drive.google.com/file/d/1J9113qIf2GFPViBFXSGTUw4_PbAN_ZCM/view?usp=drive_link,
7bb4ed0a-77b4-4002-85b4-545c612939c0,Andritz AG,2019,2,75798,location_based,Finanzbericht 2020,https://drive.google.com/file/d/1J9113qIf2GFPViBFXSGTUw4_PbAN_ZCM/view?usp=drive_link,
0fdda503-5da9-447d-8230-91ed0fe2ad3e,Voestalpine AG,2018,2,,location_based,Corporate Responsibility Report 2022/23,https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link,
8a3b68cb-c962-463a-8c3e-2b2f3d841b8a,Do & Co AG,2018,2,,market_based,,,
a05956eb-ac67-4db4-b0db-d9b4d4aaa113,Do & Co AG,2018,2,,location_based,,,
f964815b-e300-472a-95a6-fe56f1678f11,Uniqa Insurance Group AG,2017,1,4436,,Nachhaltigkeitsbericht 2017,https://drive.google.com/file/d/1w1gPBXZGxKi_0hxOfi4gX9aHpwJZagA4/view?usp=drive_link,
ba1570d7-ad21-4dba-8df7-1ee2d6f2e509,Wienerberger AG,2018,1,1419000,,Geschäftsbericht 2020,https://drive.google.com/file/d/1lfp5WPbMB5RVR2hbSDtAqilDYo7R9J5Z/view?usp=drive_link,"Die CO2 Emissionszahlen haben sich in den folgenden Geschäftsberichten beinahe verdoppelt. Wienerberger schreibt 2021: ""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren vergleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""; In Wirklichkeit wurden aber auch die Zahlen für 2019 angepasst und der Unterschied ist beträchtlich."
150e0a73-afb5-4628-9661-09286ac87ee1,AT & S AG,2019,2,,unclear,Nichtfinanzieller Bericht 2019/20,https://drive.google.com/file/d/1nXc9V-PWOEOtScestA5QLZ29Y-c5damS/view?usp=drive_link,"(Scope 1+2) standortbasiert angegeben;
Scope 1 Emissionen berechnet durch Addition von (Scope 1+2) + Scope 3 und Multiplikation mit den ausgewiesenen relativen Scope 1 Emissionen (=3.2%); Scope 2 standortbasiert berechnet aus Differenz (Scope 1+2) - Scope 1;
Geschäftsjahr 2019/2020"
4828c205-7453-4071-b11c-7492a1919c13,Österreichische Post AG,2018,3,29573,,Nachhaltigkeitsbericht 2020,https://drive.google.com/file/d/1wxQHSbttLXLv_0pRmud6Obcg9x1GTrCe/view?usp=drive_link,
957c4219-fc0f-488d-af7f-8575e0c5cc07,Lenzing AG,2018,3,1990000,,Nachhaltigkeitsbericht 2020,https://drive.google.com/file/d/1WKdbzye4oocivdE4R4sgxHqsYEB44cl9/view?usp=drive_link,
8296efe3-11fb-4930-a72b-fce6e37d3220,EVN AG,2017,2,919905,location_based,Ganzheitsbericht 2018/19,https://drive.google.com/file/d/19YImxoT1iMkMv3yXnTWgrSWy1cFtG8fg/view?usp=drive_link,
18002af8-de57-4a83-9c6d-97dfe82ff01e,Uniqa Insurance Group AG,2018,2,3839,market_based,Nachhaltigkeitsbericht 2019,https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link,
89f92ddd-bd6c-49af-815f-19a83cab02c6,EVN AG,2017,1,2573847,,Ganzheitsbericht 2018/19,https://drive.google.com/file/d/19YImxoT1iMkMv3yXnTWgrSWy1cFtG8fg/view?usp=drive_link,
cd13920f-20b2-4854-9010-b9b337aa20fa,EVN AG,2017,2,,unclear,Ganzheitsbericht 2018/19,https://drive.google.com/file/d/19YImxoT1iMkMv3yXnTWgrSWy1cFtG8fg/view?usp=drive_link,
207daa9e-f3c6-4352-94e5-b9e127d59f6f,EVN AG,2018,2,1009913,market_based,Ganzheitsbericht 2018/19,https://drive.google.com/file/d/19YImxoT1iMkMv3yXnTWgrSWy1cFtG8fg/view?usp=drive_link,
d886fe7a-3c46-40d0-8a4d-d25709ff013d,Andritz AG,2019,3,,,Finanzbericht 2020,https://drive.google.com/file/d/1J9113qIf2GFPViBFXSGTUw4_PbAN_ZCM/view?usp=drive_link,
7e53683a-5d83-47d8-bf5c-3937cf81006a,Verbund AG,2017,1,1358000,,integrierter Geschäftsbericht 2018,https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link,
f8ec0a2b-00d4-4ed9-bb6a-70dba549617e,Immofinanz AG,2018,2,,location_based,nichtfinanzielle Erklärung 2019,https://drive.google.com/file/d/1EDUq3BqXe1pJEZS_J9wSwxKmjN6AiUGD/view?usp=drive_link,
763e1393-b212-4a31-8b82-a0d884954df4,Vienna Insurance Group AG,2017,2,,market_based,,,
a40a78a7-b5b0-4da2-bab2-7cc4fcb24c60,Do & Co AG,2018,2,,unclear,,,
f2a86196-3414-4099-a9d4-b699f80370ac,Do & Co AG,2018,1,,,,,
e6005988-e862-4752-a8c6-5e1a26c2cd29,Verbund AG,2017,2,452000,location_based,integrierter Geschäftsbericht 2018,https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link,
640befe2-e897-4acf-a53a-c46379f217f2,STRABAG SE,2018,2,,unclear,Geschäfstbericht 2022,https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link,
71a3562b-e16e-4db4-990f-a94668b5f12b,STRABAG SE,2018,2,214726,location_based,Geschäfstbericht 2022,https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link,
e6a32920-1e79-4d33-b898-079ed7edba79,Verbund AG,2017,2,312000,market_based,integrierter Geschäftsbericht 2018,https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link,
cda938b8-99a6-4460-8847-06a72facd337,Wienerberger AG,2018,3,,,Geschäftsbericht 2020,https://drive.google.com/file/d/1lfp5WPbMB5RVR2hbSDtAqilDYo7R9J5Z/view?usp=drive_link,"Die CO2 Emissionszahlen haben sich in den folgenden Geschäftsberichten beinahe verdoppelt. Wienerberger schreibt 2021: ""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren vergleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""; In Wirklichkeit wurden aber auch die Zahlen für 2019 angepasst und der Unterschied ist beträchtlich."
65cff7a8-17f5-4c3a-82ae-a4a4fbf1b5af,OMV AG,2017,2,,unclear,Nachhaltigkeitsbericht 2021,https://drive.google.com/file/d/1hQ5O9uGl04sEQIl0mQcojDabb9PrSKo9/view?usp=drive_link,
6660d2b4-11ea-4571-9063-18d0f77da7f5,Raiffeisen Bank International AG,2017,2,,unclear,Nachhaltigkeitsbericht 2018,https://drive.google.com/file/d/1z76F_Fd_1N-AwWr_667vf1f8FCy4kzok/view?usp=drive_link,
5076c2ed-dda8-4386-aac8-1728977d1920,AT & S AG,2019,1,25907,,Nichtfinanzieller Bericht 2019/20,https://drive.google.com/file/d/1nXc9V-PWOEOtScestA5QLZ29Y-c5damS/view?usp=drive_link,"(Scope 1+2) standortbasiert angegeben;
Scope 1 Emissionen berechnet durch Addition von (Scope 1+2) + Scope 3 und Multiplikation mit den ausgewiesenen relativen Scope 1 Emissionen (=3.2%); Scope 2 standortbasiert berechnet aus Differenz (Scope 1+2) - Scope 1;
Geschäftsjahr 2019/2020"
246c1fbf-cc4e-4fa3-b164-bd221effeea6,Uniqa Insurance Group AG,2018,3,374,,Nachhaltigkeitsbericht 2019,https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link,
8eca8e42-5b38-4fc2-ba52-de843313ec16,Vienna Insurance Group AG,2017,2,,unclear,,,
590d4a25-eb95-4429-8697-a054acc96144,Uniqa Insurance Group AG,2018,2,6015,location_based,Nachhaltigkeitsbericht 2019,https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link,
012f2e58-d6c9-48dd-9d30-ae0ac14da11c,Andritz AG,2020,2,,market_based,Finanzbericht 2021,https://drive.google.com/file/d/1sDQsQncZASYZReERLVIAknKQaCqNF1gA/view?usp=drive_link,
f4997a08-24fc-4b10-9ba7-c4ff1dd4f7d1,Vienna Insurance Group AG,2017,2,,location_based,,,
a022bd10-4635-4793-9344-4ec2e4001902,Österreichische Post AG,2018,2,8756,market_based,Nachhaltigkeitsbericht 2020,https://drive.google.com/file/d/1wxQHSbttLXLv_0pRmud6Obcg9x1GTrCe/view?usp=drive_link,
a54006a7-f68b-413c-a318-139c7e10d95c,Österreichische Post AG,2018,2,,unclear,Nachhaltigkeitsbericht 2020,https://drive.google.com/file/d/1wxQHSbttLXLv_0pRmud6Obcg9x1GTrCe/view?usp=drive_link,
610d80f1-35be-4611-9476-36e1da6f21cf,Do & Co AG,2019,1,,,,,
a954d15c-18ea-4133-a89a-9d8667a95026,Do & Co AG,2019,2,,location_based,,,
79de4676-5829-4851-bb24-e37b7b82d8f3,AT & S AG,2019,2,407393,location_based,Nichtfinanzieller Bericht 2019/20,https://drive.google.com/file/d/1nXc9V-PWOEOtScestA5QLZ29Y-c5damS/view?usp=drive_link,"(Scope 1+2) standortbasiert angegeben;
Scope 1 Emissionen berechnet durch Addition von (Scope 1+2) + Scope 3 und Multiplikation mit den ausgewiesenen relativen Scope 1 Emissionen (=3.2%); Scope 2 standortbasiert berechnet aus Differenz (Scope 1+2) - Scope 1;
Geschäftsjahr 2019/2020"
81e56ca6-a107-43ab-a653-bbc4b7088868,OMV AG,2017,2,300000,market_based,Nachhaltigkeitsbericht 2021,https://drive.google.com/file/d/1hQ5O9uGl04sEQIl0mQcojDabb9PrSKo9/view?usp=drive_link,
28f2d98c-ded5-44fb-b34f-fd727cf69344,Verbund AG,2018,1,1070000,,integrierter Geschäftsbericht 2018,https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link,
d1384d35-0381-4df6-9f5f-61716f2d02bb,STRABAG SE,2018,2,,market_based,Geschäfstbericht 2022,https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link,
9c3ee039-bd2f-4783-a6f0-aac8f8fa7d55,Lenzing AG,2018,2,,unclear,Nachhaltigkeitsbericht 2020,https://drive.google.com/file/d/1WKdbzye4oocivdE4R4sgxHqsYEB44cl9/view?usp=drive_link,
af5eb47f-2a71-4122-ac71-6c75805f5d75,Österreichische Post AG,2018,2,,location_based,Nachhaltigkeitsbericht 2020,https://drive.google.com/file/d/1wxQHSbttLXLv_0pRmud6Obcg9x1GTrCe/view?usp=drive_link,
37501e1d-2030-49f8-8005-113664082158,CA Immobilien Anlagen AG,2019,2,38209,market_based,Konzernlagebericht 2022,https://drive.google.com/file/d/1UA0ubBYCo33_haDn8VYWURhPSLeSY5vu/view?usp=drive_link,
1662a516-4e11-41b3-bb06-fd5c46ad6103,Mayr-Melnhof Karton AG,2018,3,,,Nichtfinanzieller Bericht 2020,https://drive.google.com/file/d/1iZ_G5rzy37pw8DPs9ufrhzisQkouxFk2/view?usp=drive_link,
bad952dc-13fb-4230-86fd-145104c01f0c,OMV AG,2017,1,11100000,,Nachhaltigkeitsbericht 2021,https://drive.google.com/file/d/1hQ5O9uGl04sEQIl0mQcojDabb9PrSKo9/view?usp=drive_link,
758b4e2b-72e4-41fb-8d2a-52c4e8399bed,Raiffeisen Bank International AG,2017,2,26442,location_based,Nachhaltigkeitsbericht 2018,https://drive.google.com/file/d/1z76F_Fd_1N-AwWr_667vf1f8FCy4kzok/view?usp=drive_link,
67a9d060-c559-4421-a7d2-fefa2031cfd7,Vienna Insurance Group AG,2018,3,,,,,
686ceba9-a86e-4155-9dc8-168c85881a73,Vienna Insurance Group AG,2018,2,,market_based,,,
7f2c0c54-7df7-4bd5-8604-094e511e7d8c,Vienna Insurance Group AG,2018,1,,,,,
abef8b72-17e2-4600-b848-7f7620b2c85e,Vienna Insurance Group AG,2018,2,,location_based,,,
29a12927-9333-4365-9315-1b2265a23706,Mayr-Melnhof Karton AG,2018,2,,market_based,Nichtfinanzieller Bericht 2020,https://drive.google.com/file/d/1iZ_G5rzy37pw8DPs9ufrhzisQkouxFk2/view?usp=drive_link,
817dc597-d71e-4c8f-91cb-d24955aebe20,AT & S AG,2019,3,402400,,Nichtfinanzieller Bericht 2019/20,https://drive.google.com/file/d/1nXc9V-PWOEOtScestA5QLZ29Y-c5damS/view?usp=drive_link,"(Scope 1+2) standortbasiert angegeben;
Scope 1 Emissionen berechnet durch Addition von (Scope 1+2) + Scope 3 und Multiplikation mit den ausgewiesenen relativen Scope 1 Emissionen (=3.2%); Scope 2 standortbasiert berechnet aus Differenz (Scope 1+2) - Scope 1;
Geschäftsjahr 2019/2020"
d1906580-59d8-443f-bfa9-921dd9f5d635,BAWAG Group AG,2017,2,,location_based,CSR Report 2019,https://drive.google.com/file/d/1LKiivHOoV7xGMvXsRWW4UV269cJD1jxm/view?usp=drive_link,
1e3716af-e534-4dc1-bb5c-aa4733ae130e,BAWAG Group AG,2018,1,889,,CSR Report 2020,https://drive.google.com/file/d/1DF2jvb72b4edc8f7WcQFeWREN_Y5_I11/view?usp=drive_link,
38f2652c-b065-4605-abde-5169b716ffb5,Verbund AG,2018,2,,unclear,integrierter Geschäftsbericht 2018,https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link,
9d04181a-f352-481a-80bc-2888ead1d715,Lenzing AG,2018,1,1150000,,Nachhaltigkeitsbericht 2020,https://drive.google.com/file/d/1WKdbzye4oocivdE4R4sgxHqsYEB44cl9/view?usp=drive_link,
c6fd64b9-896a-48fd-9aa7-90e0837f951a,Vienna Insurance Group AG,2018,2,,unclear,,,
35b04cb7-42c5-4e8c-a81e-2b7e5d7e7494,OMV AG,2018,1,11200000,,Nachhaltigkeitsbericht 2022,https://drive.google.com/file/d/182gQLCoGwui-ed3eUCYJZrtXUtxJ7vqa/view?usp=drive_link,
5b89d994-1ece-42e0-8c51-4895b60b95f6,EVN AG,2018,2,984394,location_based,Ganzheitsbericht 2018/19,https://drive.google.com/file/d/19YImxoT1iMkMv3yXnTWgrSWy1cFtG8fg/view?usp=drive_link,
c7cc8a96-1eaa-405f-8f0a-24ef16d307c4,Raiffeisen Bank International AG,2017,2,26203,market_based,Nachhaltigkeitsbericht 2018,https://drive.google.com/file/d/1z76F_Fd_1N-AwWr_667vf1f8FCy4kzok/view?usp=drive_link,
6da3df26-427f-4a4a-9b68-776ab9dd514b,OMV AG,2018,2,,location_based,Nachhaltigkeitsbericht 2022,https://drive.google.com/file/d/182gQLCoGwui-ed3eUCYJZrtXUtxJ7vqa/view?usp=drive_link,
6f886dc4-8d57-483d-9833-3ab6e3862bf2,Uniqa Insurance Group AG,2018,1,3771,,Nachhaltigkeitsbericht 2019,https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link,
dbd8599a-e9c8-4c0d-a02f-7c34c8a24d06,Wienerberger AG,2018,2,,market_based,Geschäftsbericht 2020,https://drive.google.com/file/d/1lfp5WPbMB5RVR2hbSDtAqilDYo7R9J5Z/view?usp=drive_link,"Die CO2 Emissionszahlen haben sich in den folgenden Geschäftsberichten beinahe verdoppelt. Wienerberger schreibt 2021: ""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren vergleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""; In Wirklichkeit wurden aber auch die Zahlen für 2019 angepasst und der Unterschied ist beträchtlich."
1a9b33bb-3781-444e-9f94-5b9d2dffd9c0,Raiffeisen Bank International AG,2018,3,42535,,Nachhaltigkeitsbericht 2019,https://drive.google.com/file/d/1i1Tl8saG4mGmjW3GUY8jinC36StzqsWC/view?usp=drive_link,
9e7c6a01-c797-4e0b-9a34-d21f97e39295,OMV AG,2018,2,,unclear,Nachhaltigkeitsbericht 2022,https://drive.google.com/file/d/182gQLCoGwui-ed3eUCYJZrtXUtxJ7vqa/view?usp=drive_link,
5daeb607-0b16-4625-bd6b-d3d48e1639e5,Raiffeisen Bank International AG,2018,2,,unclear,Nachhaltigkeitsbericht 2019,https://drive.google.com/file/d/1i1Tl8saG4mGmjW3GUY8jinC36StzqsWC/view?usp=drive_link,
14b18194-5648-4fd9-8c50-c208ceff6d2a,Lenzing AG,2019,2,,location_based,Nachhaltigkeitsbericht 2021,https://drive.google.com/file/d/1-VhAEctBVl4HW8YO5Pz-UcohTdbTv9VQ/view?usp=drive_link,
2d2bb238-4784-4f8f-9042-138ea2b3ca89,Immofinanz AG,2019,1,13788,,Konzernlagebericht 2023,https://drive.google.com/file/d/1E3ZZNLcF1dBbJQdtVVSl6iFsqz3IocBu/view,
919a85dd-aebb-4770-b194-6f84705bd0ee,Schoeller-Bleckmann Oilfield Equipment AG,2018,2,,market_based,,,"seit 2017 gibt es CO2 Zahlen, nach welchem Standard oder welchen Scopes, ist unklar. vermutlich von der Größenordnung Scope 1 und 2 zusammen"
16f3cd2a-aaf7-4d0d-8c5b-5990b7255aac,Andritz AG,2020,3,,,Finanzbericht 2021,https://drive.google.com/file/d/1sDQsQncZASYZReERLVIAknKQaCqNF1gA/view?usp=drive_link,
6edf0a48-4051-4766-ab28-238127d0f85f,Immofinanz AG,2019,2,39999,location_based,Konzernlagebericht 2023,https://drive.google.com/file/d/1E3ZZNLcF1dBbJQdtVVSl6iFsqz3IocBu/view,
6bca72fb-df59-4e42-a41e-d8a7b733fc6b,Raiffeisen Bank International AG,2018,1,7696,,Nachhaltigkeitsbericht 2019,https://drive.google.com/file/d/1i1Tl8saG4mGmjW3GUY8jinC36StzqsWC/view?usp=drive_link,
b0d4ce62-4b0d-49d2-b82e-90d672af6c1b,OMV AG,2018,2,400000,market_based,Nachhaltigkeitsbericht 2022,https://drive.google.com/file/d/182gQLCoGwui-ed3eUCYJZrtXUtxJ7vqa/view?usp=drive_link,
