"company";"value";"year";"scope";"category";"source";"notes";"scope3_notes"
"STRABAG SE";"205827";"2015";"2";"location_based";"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";;
"STRABAG SE";;"2015";"2";"market_based";"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";;
"STRABAG SE";;"2015";"2";"unclear";"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";;
"STRABAG SE";;"2015";"3";;"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";;
"STRABAG SE";"836246";"2016";"1";;"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";;
"STRABAG SE";"220352";"2016";"2";"location_based";"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";;
"STRABAG SE";;"2016";"2";"market_based";"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";;
"STRABAG SE";;"2016";"2";"unclear";"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";;
"STRABAG SE";;"2016";"3";;"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";;
"STRABAG SE";"876651";"2017";"1";;"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"234965";"2017";"2";"location_based";"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2017";"2";"market_based";"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2017";"2";"unclear";"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2017";"3";;"https://drive.google.com/file/d/1R4rVYxjCYldzH1s9uSJPE_cn-keJwZwN/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"844209";"2018";"1";;"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"214726";"2018";"2";"location_based";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2018";"2";"market_based";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2018";"2";"unclear";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2018";"3";;"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"833816";"2019";"1";;"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"177387";"2019";"2";"location_based";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2019";"2";"market_based";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2019";"2";"unclear";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2019";"3";;"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"738708";"2020";"1";;"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"170076";"2020";"2";"location_based";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"150109";"2020";"2";"market_based";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2020";"2";"unclear";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2020";"3";;"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"768433";"2021";"1";;"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"164315";"2021";"2";"location_based";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"124521";"2021";"2";"market_based";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2021";"2";"unclear";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";;"2021";"3";;"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Konzernweite Emissionen (66 Länder)";
"STRABAG SE";"809104";"2022";"1";;"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Diese Informationen sind derzeit unvollständig.
STRABAG sammelt derzeit komplexe Daten, die zur
Berechnung der Scope 3-Emissionen erforderlich sind
und hat dazu eine eigene Task Group eingerichtet. Es
wird darüber hinaus geplant, die Scope 3-Emissionen
sukzessive zu erheben und in den kommenden
Berichtsjahren zu veröffentlichen.";
"STRABAG SE";"174419";"2022";"2";"location_based";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Diese Informationen sind derzeit unvollständig.
STRABAG sammelt derzeit komplexe Daten, die zur
Berechnung der Scope 3-Emissionen erforderlich sind
und hat dazu eine eigene Task Group eingerichtet. Es
wird darüber hinaus geplant, die Scope 3-Emissionen
sukzessive zu erheben und in den kommenden
Berichtsjahren zu veröffentlichen.";
"STRABAG SE";"147120";"2022";"2";"market_based";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Diese Informationen sind derzeit unvollständig.
STRABAG sammelt derzeit komplexe Daten, die zur
Berechnung der Scope 3-Emissionen erforderlich sind
und hat dazu eine eigene Task Group eingerichtet. Es
wird darüber hinaus geplant, die Scope 3-Emissionen
sukzessive zu erheben und in den kommenden
Berichtsjahren zu veröffentlichen.";
"STRABAG SE";;"2022";"2";"unclear";"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Diese Informationen sind derzeit unvollständig.
STRABAG sammelt derzeit komplexe Daten, die zur
Berechnung der Scope 3-Emissionen erforderlich sind
und hat dazu eine eigene Task Group eingerichtet. Es
wird darüber hinaus geplant, die Scope 3-Emissionen
sukzessive zu erheben und in den kommenden
Berichtsjahren zu veröffentlichen.";
"STRABAG SE";;"2022";"3";;"https://drive.google.com/file/d/1fOjD8JMjwB_E2jEyEWtkEmOA_HjBPa-H/view?usp=drive_link";"Diese Informationen sind derzeit unvollständig.
STRABAG sammelt derzeit komplexe Daten, die zur
Berechnung der Scope 3-Emissionen erforderlich sind
und hat dazu eine eigene Task Group eingerichtet. Es
wird darüber hinaus geplant, die Scope 3-Emissionen
sukzessive zu erheben und in den kommenden
Berichtsjahren zu veröffentlichen.";
"STRABAG SE";"8190934";"2023";"1";;"https://drive.google.com/file/d/11kqpvdMv3O-VJI0uR1-dRBh--FufDCJy/view?usp=drive_link";;
"STRABAG SE";;"2023";"2";"location_based";"https://drive.google.com/file/d/11kqpvdMv3O-VJI0uR1-dRBh--FufDCJy/view?usp=drive_link";;
"STRABAG SE";"143010";"2023";"2";"market_based";"https://drive.google.com/file/d/11kqpvdMv3O-VJI0uR1-dRBh--FufDCJy/view?usp=drive_link";;
"STRABAG SE";;"2023";"2";"unclear";"https://drive.google.com/file/d/11kqpvdMv3O-VJI0uR1-dRBh--FufDCJy/view?usp=drive_link";;
"STRABAG SE";;"2023";"3";;"https://drive.google.com/file/d/11kqpvdMv3O-VJI0uR1-dRBh--FufDCJy/view?usp=drive_link";;
"Uniqa Insurance Group AG";;"2015";"1";;;"erster Bericht kam 2017";
"Uniqa Insurance Group AG";;"2015";"2";"location_based";;"erster Bericht kam 2017";
"Uniqa Insurance Group AG";;"2015";"2";"market_based";;"erster Bericht kam 2017";
"Uniqa Insurance Group AG";;"2015";"2";"unclear";;"erster Bericht kam 2017";
"Uniqa Insurance Group AG";;"2015";"3";;;"erster Bericht kam 2017";
"Uniqa Insurance Group AG";;"2016";"1";;;"erster Bericht kam 2017";
"Uniqa Insurance Group AG";;"2016";"2";"location_based";;"erster Bericht kam 2017";
"Uniqa Insurance Group AG";;"2016";"2";"market_based";;"erster Bericht kam 2017";
"Uniqa Insurance Group AG";;"2016";"2";"unclear";;"erster Bericht kam 2017";
"Uniqa Insurance Group AG";;"2016";"3";;;"erster Bericht kam 2017";
"Uniqa Insurance Group AG";"4436";"2017";"1";;"https://drive.google.com/file/d/1w1gPBXZGxKi_0hxOfi4gX9aHpwJZagA4/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge";
"Uniqa Insurance Group AG";"4747";"2017";"2";"location_based";"https://drive.google.com/file/d/1w1gPBXZGxKi_0hxOfi4gX9aHpwJZagA4/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge";
"Uniqa Insurance Group AG";"3462";"2017";"2";"market_based";"https://drive.google.com/file/d/1w1gPBXZGxKi_0hxOfi4gX9aHpwJZagA4/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge";
"Uniqa Insurance Group AG";;"2017";"2";"unclear";"https://drive.google.com/file/d/1w1gPBXZGxKi_0hxOfi4gX9aHpwJZagA4/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge";
"Uniqa Insurance Group AG";"406";"2017";"3";;"https://drive.google.com/file/d/1w1gPBXZGxKi_0hxOfi4gX9aHpwJZagA4/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge";
"Uniqa Insurance Group AG";"3771";"2018";"1";;"https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge";
"Uniqa Insurance Group AG";"6015";"2018";"2";"location_based";"https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge";
"Uniqa Insurance Group AG";"3839";"2018";"2";"market_based";"https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge";
"Uniqa Insurance Group AG";;"2018";"2";"unclear";"https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge";
"Uniqa Insurance Group AG";"374";"2018";"3";;"https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge";
"Uniqa Insurance Group AG";"4134";"2019";"1";;"https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge & Züge";
"Uniqa Insurance Group AG";"5500";"2019";"2";"location_based";"https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge & Züge";
"Uniqa Insurance Group AG";"3314";"2019";"2";"market_based";"https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge & Züge";
"Uniqa Insurance Group AG";;"2019";"2";"unclear";"https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge & Züge";
"Uniqa Insurance Group AG";"622";"2019";"3";;"https://drive.google.com/file/d/1oFoZkl4EnvUnkdkJcGDnHW5mnIj1dV9X/view?usp=drive_link";"scope1 Heizung & Fahrzeuge; Scope 2 Strom und Fernwärme, scope 3 Flüge & Züge";
"Uniqa Insurance Group AG";"3113";"2020";"1";;"https://drive.google.com/file/d/18kLhGthsS-WqptCoH7K6ubuvt-POO61P/view?usp=drive_link";;
"Uniqa Insurance Group AG";;"2020";"2";"location_based";"https://drive.google.com/file/d/18kLhGthsS-WqptCoH7K6ubuvt-POO61P/view?usp=drive_link";;
"Uniqa Insurance Group AG";"3911";"2020";"2";"market_based";"https://drive.google.com/file/d/18kLhGthsS-WqptCoH7K6ubuvt-POO61P/view?usp=drive_link";;
"Uniqa Insurance Group AG";;"2020";"2";"unclear";"https://drive.google.com/file/d/18kLhGthsS-WqptCoH7K6ubuvt-POO61P/view?usp=drive_link";;
"Uniqa Insurance Group AG";"91";"2020";"3";;"https://drive.google.com/file/d/18kLhGthsS-WqptCoH7K6ubuvt-POO61P/view?usp=drive_link";;
"Uniqa Insurance Group AG";"4510";"2021";"1";;"https://drive.google.com/file/d/18kLhGthsS-WqptCoH7K6ubuvt-POO61P/view?usp=drive_link";;
"Uniqa Insurance Group AG";;"2021";"2";"location_based";"https://drive.google.com/file/d/18kLhGthsS-WqptCoH7K6ubuvt-POO61P/view?usp=drive_link";;
"Uniqa Insurance Group AG";"4974";"2021";"2";"market_based";"https://drive.google.com/file/d/18kLhGthsS-WqptCoH7K6ubuvt-POO61P/view?usp=drive_link";;
"Uniqa Insurance Group AG";;"2021";"2";"unclear";"https://drive.google.com/file/d/18kLhGthsS-WqptCoH7K6ubuvt-POO61P/view?usp=drive_link";;
"Uniqa Insurance Group AG";"80";"2021";"3";;"https://drive.google.com/file/d/18kLhGthsS-WqptCoH7K6ubuvt-POO61P/view?usp=drive_link";;
"Uniqa Insurance Group AG";"4669";"2022";"1";;"https://drive.google.com/file/d/1yn3DG2qSTl5I5xSVyW1LwWXGjYa1m0jw/view?usp=drive_link";;
"Uniqa Insurance Group AG";"5669";"2022";"2";"location_based";"https://drive.google.com/file/d/1yn3DG2qSTl5I5xSVyW1LwWXGjYa1m0jw/view?usp=drive_link";;
"Uniqa Insurance Group AG";"3644";"2022";"2";"market_based";"https://drive.google.com/file/d/1yn3DG2qSTl5I5xSVyW1LwWXGjYa1m0jw/view?usp=drive_link";;
"Uniqa Insurance Group AG";;"2022";"2";"unclear";"https://drive.google.com/file/d/1yn3DG2qSTl5I5xSVyW1LwWXGjYa1m0jw/view?usp=drive_link";;
"Uniqa Insurance Group AG";"384131";"2022";"3";;"https://drive.google.com/file/d/1yn3DG2qSTl5I5xSVyW1LwWXGjYa1m0jw/view?usp=drive_link";;
"Uniqa Insurance Group AG";"5048";"2023";"1";;"https://drive.google.com/file/d/1yn3DG2qSTl5I5xSVyW1LwWXGjYa1m0jw/view?usp=drive_link";;
"Uniqa Insurance Group AG";;"2023";"2";"location_based";"https://drive.google.com/file/d/1yn3DG2qSTl5I5xSVyW1LwWXGjYa1m0jw/view?usp=drive_link";;
"Uniqa Insurance Group AG";"3300";"2023";"2";"market_based";"https://drive.google.com/file/d/1yn3DG2qSTl5I5xSVyW1LwWXGjYa1m0jw/view?usp=drive_link";;
"Uniqa Insurance Group AG";;"2023";"2";"unclear";"https://drive.google.com/file/d/1yn3DG2qSTl5I5xSVyW1LwWXGjYa1m0jw/view?usp=drive_link";;
"Uniqa Insurance Group AG";"2498847";"2023";"3";;"https://drive.google.com/file/d/1yn3DG2qSTl5I5xSVyW1LwWXGjYa1m0jw/view?usp=drive_link";;
"Verbund AG";"1737000";"2015";"1";;"https://docs.google.com/spreadsheets/d/1rex9DHPwQUK6ZN5cOOkCXixyOc9qFP3f/edit?usp=drive_link&ouid=112871655472588896082&rtpof=true&sd=true";;
"Verbund AG";;"2015";"2";"location_based";"https://docs.google.com/spreadsheets/d/1rex9DHPwQUK6ZN5cOOkCXixyOc9qFP3f/edit?usp=drive_link&ouid=112871655472588896082&rtpof=true&sd=true";;
"Verbund AG";;"2015";"2";"market_based";"https://docs.google.com/spreadsheets/d/1rex9DHPwQUK6ZN5cOOkCXixyOc9qFP3f/edit?usp=drive_link&ouid=112871655472588896082&rtpof=true&sd=true";;
"Verbund AG";"300000";"2015";"2";"unclear";"https://docs.google.com/spreadsheets/d/1rex9DHPwQUK6ZN5cOOkCXixyOc9qFP3f/edit?usp=drive_link&ouid=112871655472588896082&rtpof=true&sd=true";;
"Verbund AG";"314000";"2015";"3";;"https://docs.google.com/spreadsheets/d/1rex9DHPwQUK6ZN5cOOkCXixyOc9qFP3f/edit?usp=drive_link&ouid=112871655472588896082&rtpof=true&sd=true";;
"Verbund AG";"1007000";"2016";"1";;"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view";;
"Verbund AG";"342000";"2016";"2";"location_based";"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view";;
"Verbund AG";"273000";"2016";"2";"market_based";"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view";;
"Verbund AG";;"2016";"2";"unclear";"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view";;
"Verbund AG";"255000";"2016";"3";;"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view";;
"Verbund AG";"1358000";"2017";"1";;"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link";;
"Verbund AG";"452000";"2017";"2";"location_based";"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link";;
"Verbund AG";"312000";"2017";"2";"market_based";"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link";;
"Verbund AG";;"2017";"2";"unclear";"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link";;
"Verbund AG";"378000";"2017";"3";;"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link";;
"Verbund AG";"1070000";"2018";"1";;"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link";;
"Verbund AG";"411000";"2018";"2";"location_based";"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link";;
"Verbund AG";"284000";"2018";"2";"market_based";"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link";;
"Verbund AG";;"2018";"2";"unclear";"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link";;
"Verbund AG";"327000";"2018";"3";;"https://drive.google.com/file/d/1-jShgaeGgvs9cNMUZCT19Vj89GCb-9a-/view?usp=drive_link";;
"Verbund AG";"1073000";"2019";"1";;"https://drive.google.com/file/d/1CB9wgcrnHXRebJBJWYxu54Xqp2CpflvM/view";;
"Verbund AG";"392000";"2019";"2";"location_based";"https://drive.google.com/file/d/1CB9wgcrnHXRebJBJWYxu54Xqp2CpflvM/view";;
"Verbund AG";"312000";"2019";"2";"market_based";"https://drive.google.com/file/d/1CB9wgcrnHXRebJBJWYxu54Xqp2CpflvM/view";;
"Verbund AG";;"2019";"2";"unclear";"https://drive.google.com/file/d/1CB9wgcrnHXRebJBJWYxu54Xqp2CpflvM/view";;
"Verbund AG";"704000";"2019";"3";;"https://drive.google.com/file/d/1CB9wgcrnHXRebJBJWYxu54Xqp2CpflvM/view";;
"Verbund AG";"654000";"2020";"1";;"https://drive.google.com/file/d/1Py2GJ2Khyh7nOXG08FEDOUYPu9GgvW05/view?usp=drive_link";;
"Verbund AG";"176000";"2020";"2";"location_based";"https://drive.google.com/file/d/1Py2GJ2Khyh7nOXG08FEDOUYPu9GgvW05/view?usp=drive_link";;
"Verbund AG";"265000";"2020";"2";"market_based";"https://drive.google.com/file/d/1Py2GJ2Khyh7nOXG08FEDOUYPu9GgvW05/view?usp=drive_link";;
"Verbund AG";;"2020";"2";"unclear";"https://drive.google.com/file/d/1Py2GJ2Khyh7nOXG08FEDOUYPu9GgvW05/view?usp=drive_link";;
"Verbund AG";"4317000";"2020";"3";;"https://drive.google.com/file/d/1Py2GJ2Khyh7nOXG08FEDOUYPu9GgvW05/view?usp=drive_link";;
"Verbund AG";"454000";"2021";"1";;"https://drive.google.com/file/d/1QXk84ccGJAp33HKMtkyoE_R79PUKtEvZ/view?usp=drive_link";;
"Verbund AG";"146000";"2021";"2";"location_based";"https://drive.google.com/file/d/1QXk84ccGJAp33HKMtkyoE_R79PUKtEvZ/view?usp=drive_link";;
"Verbund AG";"255000";"2021";"2";"market_based";"https://drive.google.com/file/d/1QXk84ccGJAp33HKMtkyoE_R79PUKtEvZ/view?usp=drive_link";;
"Verbund AG";;"2021";"2";"unclear";"https://drive.google.com/file/d/1QXk84ccGJAp33HKMtkyoE_R79PUKtEvZ/view?usp=drive_link";;
"Verbund AG";"3948000";"2021";"3";;"https://drive.google.com/file/d/1QXk84ccGJAp33HKMtkyoE_R79PUKtEvZ/view?usp=drive_link";;
"Verbund AG";"585000";"2022";"1";;"https://drive.google.com/file/d/1QXk84ccGJAp33HKMtkyoE_R79PUKtEvZ/view?usp=drive_link";;
"Verbund AG";"228000";"2022";"2";"location_based";"https://drive.google.com/file/d/1QXk84ccGJAp33HKMtkyoE_R79PUKtEvZ/view?usp=drive_link";;
"Verbund AG";"278000";"2022";"2";"market_based";"https://drive.google.com/file/d/1QXk84ccGJAp33HKMtkyoE_R79PUKtEvZ/view?usp=drive_link";;
"Verbund AG";;"2022";"2";"unclear";"https://drive.google.com/file/d/1QXk84ccGJAp33HKMtkyoE_R79PUKtEvZ/view?usp=drive_link";;
"Verbund AG";"5228000";"2022";"3";;"https://drive.google.com/file/d/1QXk84ccGJAp33HKMtkyoE_R79PUKtEvZ/view?usp=drive_link";;
"Verbund AG";"292000";"2023";"1";;"https://drive.google.com/file/d/14IRq5DwQesGkwaNqL6S3rQEvJhvmGWiW/view?usp=drive_link";;
"Verbund AG";"230000";"2023";"2";"location_based";"https://drive.google.com/file/d/14IRq5DwQesGkwaNqL6S3rQEvJhvmGWiW/view?usp=drive_link";;
"Verbund AG";"258000";"2023";"2";"market_based";"https://drive.google.com/file/d/14IRq5DwQesGkwaNqL6S3rQEvJhvmGWiW/view?usp=drive_link";;
"Verbund AG";;"2023";"2";"unclear";"https://drive.google.com/file/d/14IRq5DwQesGkwaNqL6S3rQEvJhvmGWiW/view?usp=drive_link";;
"Verbund AG";"4353000";"2023";"3";;"https://drive.google.com/file/d/14IRq5DwQesGkwaNqL6S3rQEvJhvmGWiW/view?usp=drive_link";;
"Vienna Insurance Group AG";;"2015";"1";;;"kein Bericht gefunden";
"Vienna Insurance Group AG";;"2015";"2";"location_based";;"kein Bericht gefunden";
"Vienna Insurance Group AG";;"2015";"2";"market_based";;"kein Bericht gefunden";
"Vienna Insurance Group AG";;"2015";"2";"unclear";;"kein Bericht gefunden";
"Vienna Insurance Group AG";;"2015";"3";;;"kein Bericht gefunden";
"Vienna Insurance Group AG";;"2016";"1";;;;
"Vienna Insurance Group AG";;"2016";"2";"location_based";;;
"Vienna Insurance Group AG";;"2016";"2";"market_based";;;
"Vienna Insurance Group AG";;"2016";"2";"unclear";;;
"Vienna Insurance Group AG";;"2016";"3";;;;
"Vienna Insurance Group AG";;"2017";"1";;"https://drive.google.com/file/d/18aFx0uMP_C3kOr0lCOY8MHUGcaHg_Wf1/view?usp=drive_link";"Für 2017 und früher gibt es nur Geamtemissionen in den Reports.  2018 waren es 32931 t CO2e";
"Vienna Insurance Group AG";;"2017";"2";"location_based";"https://drive.google.com/file/d/18aFx0uMP_C3kOr0lCOY8MHUGcaHg_Wf1/view?usp=drive_link";"Für 2017 und früher gibt es nur Geamtemissionen in den Reports.  2018 waren es 32931 t CO2e";
"Vienna Insurance Group AG";;"2017";"2";"market_based";"https://drive.google.com/file/d/18aFx0uMP_C3kOr0lCOY8MHUGcaHg_Wf1/view?usp=drive_link";"Für 2017 und früher gibt es nur Geamtemissionen in den Reports.  2018 waren es 32931 t CO2e";
"Vienna Insurance Group AG";;"2017";"2";"unclear";"https://drive.google.com/file/d/18aFx0uMP_C3kOr0lCOY8MHUGcaHg_Wf1/view?usp=drive_link";"Für 2017 und früher gibt es nur Geamtemissionen in den Reports.  2018 waren es 32931 t CO2e";
"Vienna Insurance Group AG";;"2017";"3";;"https://drive.google.com/file/d/18aFx0uMP_C3kOr0lCOY8MHUGcaHg_Wf1/view?usp=drive_link";"Für 2017 und früher gibt es nur Geamtemissionen in den Reports.  2018 waren es 32931 t CO2e";
"Vienna Insurance Group AG";;"2018";"1";;"https://drive.google.com/file/d/18aFx0uMP_C3kOr0lCOY8MHUGcaHg_Wf1/view?usp=drive_link";"Für 2018 und früher gibt es nur Geamtemissionen in den Reports.  2018 waren es 32439 t CO2e";
"Vienna Insurance Group AG";;"2018";"2";"location_based";"https://drive.google.com/file/d/18aFx0uMP_C3kOr0lCOY8MHUGcaHg_Wf1/view?usp=drive_link";"Für 2018 und früher gibt es nur Geamtemissionen in den Reports.  2018 waren es 32439 t CO2e";
