"company";"value";"year";"scope";"category";"source";"notes";"scope3_notes"
"Vienna Insurance Group AG";;"2018";"2";"market_based";"https://drive.google.com/file/d/18aFx0uMP_C3kOr0lCOY8MHUGcaHg_Wf1/view?usp=drive_link";"Für 2018 und früher gibt es nur Geamtemissionen in den Reports.  2018 waren es 32439 t CO2e";
"Vienna Insurance Group AG";;"2018";"2";"unclear";"https://drive.google.com/file/d/18aFx0uMP_C3kOr0lCOY8MHUGcaHg_Wf1/view?usp=drive_link";"Für 2018 und früher gibt es nur Geamtemissionen in den Reports.  2018 waren es 32439 t CO2e";
"Vienna Insurance Group AG";;"2018";"3";;"https://drive.google.com/file/d/18aFx0uMP_C3kOr0lCOY8MHUGcaHg_Wf1/view?usp=drive_link";"Für 2018 und früher gibt es nur Geamtemissionen in den Reports.  2018 waren es 32439 t CO2e";
"Vienna Insurance Group AG";"16213";"2019";"1";;"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";"18714";"2019";"2";"location_based";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";;"2019";"2";"market_based";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";;"2019";"2";"unclear";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";"932";"2019";"3";;"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";"13512";"2020";"1";;"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";"15022";"2020";"2";"location_based";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";;"2020";"2";"market_based";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";;"2020";"2";"unclear";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";"118";"2020";"3";;"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";"14210";"2021";"1";;"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";"14136";"2021";"2";"location_based";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";;"2021";"2";"market_based";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";;"2021";"2";"unclear";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";"179";"2021";"3";;"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";;
"Vienna Insurance Group AG";"15149";"2022";"1";;"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";"Scope 1 (Heizenergiebedarf und Treibstoffverbrauch), Scope 2 (Strom-, Fernkälte- sowie Fernwärmebedarf) und Scope 3 (geschäftliche Flugreisen) dargestellt.";
"Vienna Insurance Group AG";"14471";"2022";"2";"location_based";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";"Scope 1 (Heizenergiebedarf und Treibstoffverbrauch), Scope 2 (Strom-, Fernkälte- sowie Fernwärmebedarf) und Scope 3 (geschäftliche Flugreisen) dargestellt.";
"Vienna Insurance Group AG";;"2022";"2";"market_based";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";"Scope 1 (Heizenergiebedarf und Treibstoffverbrauch), Scope 2 (Strom-, Fernkälte- sowie Fernwärmebedarf) und Scope 3 (geschäftliche Flugreisen) dargestellt.";
"Vienna Insurance Group AG";;"2022";"2";"unclear";"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";"Scope 1 (Heizenergiebedarf und Treibstoffverbrauch), Scope 2 (Strom-, Fernkälte- sowie Fernwärmebedarf) und Scope 3 (geschäftliche Flugreisen) dargestellt.";
"Vienna Insurance Group AG";"673";"2022";"3";;"https://drive.google.com/file/d/1XTx3WtuqTuIn02Q4gJLQgueDtODYI9sB/view?usp=drive_link";"Scope 1 (Heizenergiebedarf und Treibstoffverbrauch), Scope 2 (Strom-, Fernkälte- sowie Fernwärmebedarf) und Scope 3 (geschäftliche Flugreisen) dargestellt.";
"Vienna Insurance Group AG";"16855";"2023";"1";;"https://drive.google.com/file/d/1jAx81e9j8Y4MG6eZOFYy3y1iiNM2Q4UX/view?usp=drive_link";"Scope 2 standortbasiert: der Berechnung der Fernwärme-Emissionen (Scope 2) wurden länderspezifische Daten einer Studie des Publications Office of the EU aus dem Jahr 2022 und der VDA, ebenfalls von 2022, verwendet.";
"Vienna Insurance Group AG";"17065";"2023";"2";"location_based";"https://drive.google.com/file/d/1jAx81e9j8Y4MG6eZOFYy3y1iiNM2Q4UX/view?usp=drive_link";"Scope 2 standortbasiert: der Berechnung der Fernwärme-Emissionen (Scope 2) wurden länderspezifische Daten einer Studie des Publications Office of the EU aus dem Jahr 2022 und der VDA, ebenfalls von 2022, verwendet.";
"Vienna Insurance Group AG";;"2023";"2";"market_based";"https://drive.google.com/file/d/1jAx81e9j8Y4MG6eZOFYy3y1iiNM2Q4UX/view?usp=drive_link";"Scope 2 standortbasiert: der Berechnung der Fernwärme-Emissionen (Scope 2) wurden länderspezifische Daten einer Studie des Publications Office of the EU aus dem Jahr 2022 und der VDA, ebenfalls von 2022, verwendet.";
"Vienna Insurance Group AG";;"2023";"2";"unclear";"https://drive.google.com/file/d/1jAx81e9j8Y4MG6eZOFYy3y1iiNM2Q4UX/view?usp=drive_link";"Scope 2 standortbasiert: der Berechnung der Fernwärme-Emissionen (Scope 2) wurden länderspezifische Daten einer Studie des Publications Office of the EU aus dem Jahr 2022 und der VDA, ebenfalls von 2022, verwendet.";
"Vienna Insurance Group AG";"969";"2023";"3";;"https://drive.google.com/file/d/1jAx81e9j8Y4MG6eZOFYy3y1iiNM2Q4UX/view?usp=drive_link";"Scope 2 standortbasiert: der Berechnung der Fernwärme-Emissionen (Scope 2) wurden länderspezifische Daten einer Studie des Publications Office of the EU aus dem Jahr 2022 und der VDA, ebenfalls von 2022, verwendet.";
"Voestalpine AG";"11700000";"2015";"1";;"https://drive.google.com/file/d/1IcGOBSwD6GU2W1ewV6gcbwEdOa_PtbI9/view?usp=drive_link";;
"Voestalpine AG";;"2015";"2";"location_based";"https://drive.google.com/file/d/1IcGOBSwD6GU2W1ewV6gcbwEdOa_PtbI9/view?usp=drive_link";;
"Voestalpine AG";;"2015";"2";"market_based";"https://drive.google.com/file/d/1IcGOBSwD6GU2W1ewV6gcbwEdOa_PtbI9/view?usp=drive_link";;
"Voestalpine AG";;"2015";"2";"unclear";"https://drive.google.com/file/d/1IcGOBSwD6GU2W1ewV6gcbwEdOa_PtbI9/view?usp=drive_link";;
"Voestalpine AG";;"2015";"3";;"https://drive.google.com/file/d/1IcGOBSwD6GU2W1ewV6gcbwEdOa_PtbI9/view?usp=drive_link";;
"Voestalpine AG";"12752740";"2016";"1";;"https://drive.google.com/file/d/165BCUuSvAHtUU69vVV68MJ9yQP16FREW/view?usp=drive_link";"Scope 1 Emissionen berechnet aus Tonnen Rohstahl x spezifische CO2 Emissionen: 7546000 x 1.69";
"Voestalpine AG";;"2016";"2";"location_based";"https://drive.google.com/file/d/165BCUuSvAHtUU69vVV68MJ9yQP16FREW/view?usp=drive_link";"Scope 1 Emissionen berechnet aus Tonnen Rohstahl x spezifische CO2 Emissionen: 7546000 x 1.69";
"Voestalpine AG";;"2016";"2";"market_based";"https://drive.google.com/file/d/165BCUuSvAHtUU69vVV68MJ9yQP16FREW/view?usp=drive_link";"Scope 1 Emissionen berechnet aus Tonnen Rohstahl x spezifische CO2 Emissionen: 7546000 x 1.69";
"Voestalpine AG";;"2016";"2";"unclear";"https://drive.google.com/file/d/165BCUuSvAHtUU69vVV68MJ9yQP16FREW/view?usp=drive_link";"Scope 1 Emissionen berechnet aus Tonnen Rohstahl x spezifische CO2 Emissionen: 7546000 x 1.69";
"Voestalpine AG";;"2016";"3";;"https://drive.google.com/file/d/165BCUuSvAHtUU69vVV68MJ9yQP16FREW/view?usp=drive_link";"Scope 1 Emissionen berechnet aus Tonnen Rohstahl x spezifische CO2 Emissionen: 7546000 x 1.69";
"Voestalpine AG";"14300000";"2017";"1";;"https://drive.google.com/file/d/1HJxx2QfaG3m6YH7NkQsPC9asGXIfUrY4/view?usp=drive_link";;
"Voestalpine AG";;"2017";"2";"location_based";"https://drive.google.com/file/d/1HJxx2QfaG3m6YH7NkQsPC9asGXIfUrY4/view?usp=drive_link";;
"Voestalpine AG";;"2017";"2";"market_based";"https://drive.google.com/file/d/1HJxx2QfaG3m6YH7NkQsPC9asGXIfUrY4/view?usp=drive_link";;
"Voestalpine AG";;"2017";"2";"unclear";"https://drive.google.com/file/d/1HJxx2QfaG3m6YH7NkQsPC9asGXIfUrY4/view?usp=drive_link";;
"Voestalpine AG";;"2017";"3";;"https://drive.google.com/file/d/1HJxx2QfaG3m6YH7NkQsPC9asGXIfUrY4/view?usp=drive_link";;
"Voestalpine AG";"12680000";"2018";"1";;"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";;"2018";"2";"location_based";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"820000";"2018";"2";"market_based";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";;"2018";"2";"unclear";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"10520000";"2018";"3";;"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"13610000";"2019";"1";;"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";;"2019";"2";"location_based";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"940000";"2019";"2";"market_based";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";;"2019";"2";"unclear";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"9340000";"2019";"3";;"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"12400000";"2020";"1";;"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";;"2020";"2";"location_based";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"640000";"2020";"2";"market_based";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";;"2020";"2";"unclear";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"9470000";"2020";"3";;"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"14500000";"2021";"1";;"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"550000";"2021";"2";"location_based";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"730000";"2021";"2";"market_based";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";;"2021";"2";"unclear";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"12010000";"2021";"3";;"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"12710000";"2022";"1";;"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"650000";"2022";"2";"location_based";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"480000";"2022";"2";"market_based";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";;"2022";"2";"unclear";"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"11310000";"2022";"3";;"https://drive.google.com/file/d/1OqTsgQIxBJeU9-prGYeYnW7ItwEq3MCc/view?usp=drive_link";;
"Voestalpine AG";"12530000";"2023";"1";;"https://drive.google.com/file/d/1FMyjVEEyyydqRhu0eeYxVC984ksNJpVF/view?usp=drive_link";;
"Voestalpine AG";"530000";"2023";"2";"location_based";"https://drive.google.com/file/d/1FMyjVEEyyydqRhu0eeYxVC984ksNJpVF/view?usp=drive_link";;
"Voestalpine AG";"600000";"2023";"2";"market_based";"https://drive.google.com/file/d/1FMyjVEEyyydqRhu0eeYxVC984ksNJpVF/view?usp=drive_link";;
"Voestalpine AG";;"2023";"2";"unclear";"https://drive.google.com/file/d/1FMyjVEEyyydqRhu0eeYxVC984ksNJpVF/view?usp=drive_link";;
"Voestalpine AG";"11260000";"2023";"3";;"https://drive.google.com/file/d/1FMyjVEEyyydqRhu0eeYxVC984ksNJpVF/view?usp=drive_link";;
"Wienerberger AG";;"2015";"1";;;;
"Wienerberger AG";;"2015";"2";"location_based";;;
"Wienerberger AG";;"2015";"2";"market_based";;;
"Wienerberger AG";;"2015";"2";"unclear";;;
"Wienerberger AG";;"2015";"3";;;;
"Wienerberger AG";;"2016";"1";;;;
"Wienerberger AG";;"2016";"2";"location_based";;;
"Wienerberger AG";;"2016";"2";"market_based";;;
"Wienerberger AG";;"2016";"2";"unclear";;;
"Wienerberger AG";;"2016";"3";;;;
"Wienerberger AG";;"2017";"1";;;;
"Wienerberger AG";;"2017";"2";"location_based";;;
"Wienerberger AG";;"2017";"2";"market_based";;;
"Wienerberger AG";;"2017";"2";"unclear";;;
"Wienerberger AG";;"2017";"3";;;;
"Wienerberger AG";"1419000";"2018";"1";;;"Die CO2 Emissionszahlen haben sich in den folgenden Geschäftsberichten beinahe verdoppelt. Wienerberger schreibt 2021: ""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren vergleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""; In Wirklichkeit wurden aber auch die Zahlen für 2019 angepasst und der Unterschied ist beträchtlich.";
"Wienerberger AG";;"2018";"2";"location_based";;"Die CO2 Emissionszahlen haben sich in den folgenden Geschäftsberichten beinahe verdoppelt. Wienerberger schreibt 2021: ""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren vergleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""; In Wirklichkeit wurden aber auch die Zahlen für 2019 angepasst und der Unterschied ist beträchtlich.";
"Wienerberger AG";;"2018";"2";"market_based";;"Die CO2 Emissionszahlen haben sich in den folgenden Geschäftsberichten beinahe verdoppelt. Wienerberger schreibt 2021: ""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren vergleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""; In Wirklichkeit wurden aber auch die Zahlen für 2019 angepasst und der Unterschied ist beträchtlich.";
"Wienerberger AG";;"2018";"2";"unclear";;"Die CO2 Emissionszahlen haben sich in den folgenden Geschäftsberichten beinahe verdoppelt. Wienerberger schreibt 2021: ""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren vergleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""; In Wirklichkeit wurden aber auch die Zahlen für 2019 angepasst und der Unterschied ist beträchtlich.";
"Wienerberger AG";;"2018";"3";;;"Die CO2 Emissionszahlen haben sich in den folgenden Geschäftsberichten beinahe verdoppelt. Wienerberger schreibt 2021: ""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren vergleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""; In Wirklichkeit wurden aber auch die Zahlen für 2019 angepasst und der Unterschied ist beträchtlich.";
"Wienerberger AG";"2604000";"2019";"1";;"https://drive.google.com/file/d/1oYWE-wYTjWRdp971X_nlkji8pFrYdsg6/view?usp=drive_link";"""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren ver-
gleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""";
"Wienerberger AG";;"2019";"2";"location_based";"https://drive.google.com/file/d/1oYWE-wYTjWRdp971X_nlkji8pFrYdsg6/view?usp=drive_link";"""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren ver-
gleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""";
"Wienerberger AG";;"2019";"2";"market_based";"https://drive.google.com/file/d/1oYWE-wYTjWRdp971X_nlkji8pFrYdsg6/view?usp=drive_link";"""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren ver-
gleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""";
"Wienerberger AG";;"2019";"2";"unclear";"https://drive.google.com/file/d/1oYWE-wYTjWRdp971X_nlkji8pFrYdsg6/view?usp=drive_link";"""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren ver-
gleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""";
"Wienerberger AG";;"2019";"3";;"https://drive.google.com/file/d/1oYWE-wYTjWRdp971X_nlkji8pFrYdsg6/view?usp=drive_link";"""Für eine noch einheitlichere Berichterstattung inkludiert Wienerberger, trotz deren ver-
gleichsweise geringen Anteils, nun auch die thermischen Energieträger der Kunststoffrohrproduktion von Wienerberger Piping Solutions. Die Kennzahlen für 2020 wurden entsprechend angepasst.""";
"Wienerberger AG";"2353300";"2020";"1";;"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";;"2020";"2";"location_based";"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";"296200";"2020";"2";"market_based";"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";;"2020";"2";"unclear";"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";;"2020";"3";;"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";"2483500";"2021";"1";;"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";;"2021";"2";"location_based";"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";"175600";"2021";"2";"market_based";"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";;"2021";"2";"unclear";"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";;"2021";"3";;"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";"2767700";"2022";"1";;"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";;"2022";"2";"location_based";"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";"155200";"2022";"2";"market_based";"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";;"2022";"2";"unclear";"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";;"2022";"3";;"https://drive.google.com/file/d/1z4h4M8xBhMtMYDGuYBgIDGaHhloJ4a9u/view?usp=drive_link";;
"Wienerberger AG";"1909400";"2023";"1";;;;
"Wienerberger AG";;"2023";"2";"location_based";;;
"Wienerberger AG";"78600";"2023";"2";"market_based";;;
"Wienerberger AG";;"2023";"2";"unclear";;;
"Wienerberger AG";"2244600";"2023";"3";;;;
