"Region","Schadstoff","Einheit","CRF_Code","CRF_Sektor","Quelle","Datenstand","Jahr","Werte"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",1990,"78423220.72982"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",1991,"82095386.49411"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",1992,"75464121.66420"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",1993,"75806345.87896"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",1994,"76039471.73503"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",1995,"79283430.14317"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",1996,"82482782.04654"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",1997,"82134093.10053"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",1998,"81452380.67111"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",1999,"79922244.50388"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2000,"80085027.73404"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2001,"83989239.69561"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2002,"85747073.66849"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2003,"91209619.93132"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2004,"90856235.61416"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2005,"92029496.61627"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2006,"89606979.79363"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2007,"86841361.95901"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2008,"86259020.41726"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2009,"79584522.42826"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2010,"84150225.05402"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2011,"82007459.52725"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2012,"79309940.82444"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2013,"79772018.77155"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2014,"76235151.71443"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2015,"78486743.12769"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2016,"79468296.80688"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2017,"81792155.94867"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2018,"78558026.91476"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2019,"79740738.40557"
"AT","THG","t CO2-eq","0","Total (without LULUCF)","OLI 2021 (1990-2020)","10.02.2022",2020,"73592016.51844"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",1990,"52804844.88301"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",1991,"56458265.13899"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",1992,"51848542.12069"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",1993,"52181683.66588"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",1994,"51818044.11240"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",1995,"54279453.01853"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",1996,"58339049.33340"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",1997,"57018786.46016"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",1998,"56851482.10259"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",1999,"55784928.77319"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2000,"55253350.20720"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2001,"59473273.59184"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2002,"60681892.20545"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2003,"66202490.22863"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2004,"66316042.97751"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2005,"66867729.52696"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2006,"63953277.49739"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2007,"60594163.44238"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2008,"59697807.92203"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2009,"56511681.31113"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2010,"59419059.84767"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2011,"57088859.33454"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2012,"54942371.87142"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2013,"55147960.32654"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2014,"51424017.57394"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2015,"53071376.09308"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2016,"54299648.47710"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2017,"56004698.49472"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2018,"54573369.84203"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2019,"54976930.49337"
"AT","THG","t CO2-eq","1","Total Energy","OLI 2021 (1990-2020)","10.02.2022",2020,"49929237.06162"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",1990,"52102844.39550"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",1991,"55888961.50358"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",1992,"51236323.17006"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",1993,"51601060.34074"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",1994,"51347501.21163"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",1995,"53815213.65482"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",1996,"57947195.99954"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",1997,"56582284.62617"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",1998,"56387646.37848"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",1999,"55288362.88361"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2000,"54756671.19363"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2001,"58958459.51622"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2002,"60182831.83412"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2003,"65686874.88418"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2004,"65850044.43798"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2005,"66430380.56293"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2006,"63487638.49378"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2007,"60122306.34872"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2008,"59265183.81437"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2009,"56031280.45139"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2010,"58951028.56972"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2011,"56627583.06066"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2012,"54467688.39114"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2013,"54676226.65007"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2014,"50985692.77789"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2015,"52646777.48472"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2016,"53907606.97705"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2017,"55577415.11230"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2018,"54202805.21478"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2019,"54629942.92547"
"AT","THG","t CO2-eq","1 A","Fuel Combustion Activities (Sectoral Approach)","OLI 2021 (1990-2020)","10.02.2022",2020,"49600294.86101"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1990,"14011179.44747"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1991,"14800463.34127"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1992,"11555382.20317"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1993,"11628854.87019"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1994,"11917287.26293"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1995,"13061971.96290"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1996,"14037385.70774"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1997,"14083830.68861"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1998,"13140684.00625"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1999,"12637564.77067"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2000,"12318375.31972"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2001,"13710096.97469"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2002,"13374196.28538"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2003,"15921308.53767"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2004,"15859012.80012"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2005,"16031954.33027"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2006,"14828117.36502"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2007,"13629001.30639"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2008,"13454280.97199"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2009,"12444885.37807"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2010,"13756079.02333"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2011,"13417890.09860"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2012,"11984318.27943"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2013,"11015316.22009"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2014,"9395541.47072"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2015,"10511166.59688"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2016,"10295592.54663"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2017,"10910931.19392"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2018,"10062200.38301"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2019,"10177388.17315"
"AT","THG","t CO2-eq","1 A 1","Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2020,"8807300.63778"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",1990,"11101846.35775"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",1991,"11817989.85662"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",1992,"8638876.37164"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",1993,"8467384.39014"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",1994,"8749866.79437"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",1995,"9854957.59108"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",1996,"11124353.68318"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",1997,"11160821.03115"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",1998,"10149604.66097"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",1999,"10114147.33214"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2000,"9818336.18673"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2001,"11330981.33292"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2002,"10590880.54369"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2003,"13058851.86028"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2004,"12762736.90794"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2005,"12804147.66825"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2006,"11729294.05887"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2007,"10490826.35767"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2008,"10404557.91665"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2009,"9363705.68761"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2010,"10786701.97510"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2011,"10377273.10527"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2012,"8934450.17981"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2013,"7930643.63582"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2014,"6426807.82945"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2015,"7423641.26331"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2016,"7229647.00216"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2017,"7905982.39873"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2018,"6990447.97111"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2019,"7066652.93742"
"AT","THG","t CO2-eq","1 A 1 a","Public Electricity and Heat Production","OLI 2021 (1990-2020)","10.02.2022",2020,"5778809.47942"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",1990,"2398030.54032"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",1991,"2431825.26888"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",1992,"2393160.99154"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",1993,"2736077.48790"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",1994,"2713686.45927"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",1995,"2594418.80211"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",1996,"2651294.11681"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",1997,"2644775.43842"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",1998,"2637870.51615"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",1999,"2238633.20109"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2000,"2217896.80328"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2001,"2133170.85264"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2002,"2570423.35895"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2003,"2693177.59562"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2004,"2849784.21495"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2005,"2832986.16625"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2006,"2835804.08944"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2007,"2873332.96398"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2008,"2811670.53310"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2009,"2815581.12079"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2010,"2730040.34106"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2011,"2773750.56003"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2012,"2842655.68991"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2013,"2833262.15461"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2014,"2719502.66544"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2015,"2810854.85973"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2016,"2791443.89638"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2017,"2745032.76690"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2018,"2830973.52132"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2019,"2797250.90120"
"AT","THG","t CO2-eq","1 A 1 b","Petroleum Refining","OLI 2021 (1990-2020)","10.02.2022",2020,"2738011.19081"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1990,"511302.54940"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1991,"550648.21578"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1992,"523344.83999"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1993,"425392.99215"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1994,"453734.00928"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1995,"612595.56972"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1996,"261737.90775"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1997,"278234.21903"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1998,"353208.82914"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",1999,"284784.23744"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2000,"282142.32972"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2001,"245944.78912"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2002,"212892.38274"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2003,"169279.08176"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2004,"246491.67722"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2005,"394820.49578"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2006,"263019.21670"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2007,"264841.98474"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2008,"238052.52224"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2009,"265598.56968"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2010,"239336.70717"
"AT","THG","t CO2-eq","1 A 1 c","Manufacture of Solid Fuels and Other Energy Industries","OLI 2021 (1990-2020)","10.02.2022",2011,"266866.43330"
