"Region","Schadstoff","Einheit","CRF_Code","CRF_Sektor","Quelle","Datenstand","Jahr","Werte"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",1997,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",1998,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",1999,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2000,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2001,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2002,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2003,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2004,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2005,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2006,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2007,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2008,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2009,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2010,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2011,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2012,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2013,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2014,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2015,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2016,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2017,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2018,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2019,"0.00000"
"AT","CO2","t CO2-eq","3 D","Agricultural Soils","OLI 2021 (1990-2020)","10.02.2022",2020,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",1990,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",1991,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",1992,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",1993,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",1994,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",1995,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",1996,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",1997,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",1998,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",1999,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2000,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2001,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2002,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2003,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2004,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2005,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2006,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2007,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2008,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2009,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2010,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2011,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2012,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2013,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2014,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2015,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2016,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2017,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2018,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2019,"0.00000"
"AT","CO2","t CO2-eq","3 F","Field Burning of Agricultural Residues","OLI 2021 (1990-2020)","10.02.2022",2020,"0.00000"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",1990,"45665.64145"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",1991,"44238.59015"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",1992,"45665.64145"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",1993,"42526.12860"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",1994,"36817.92342"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",1995,"35676.28238"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",1996,"31965.94901"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",1997,"39957.43627"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",1998,"41099.07730"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",1999,"36532.51316"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2000,"42600.34032"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2001,"47856.65500"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2002,"50585.09500"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2003,"50410.43333"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2004,"50469.85167"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2005,"53622.54333"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2006,"58077.61667"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2007,"61890.76667"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2008,"71616.05000"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2009,"72139.46667"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2010,"68610.48333"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2011,"77150.24167"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2012,"80839.27500"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2013,"75337.62500"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2014,"75142.87000"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2015,"83429.31667"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2016,"83796.99167"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2017,"86027.88333"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2018,"96502.98167"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2019,"99396.16500"
"AT","CO2","t CO2-eq","3 G","Liming","OLI 2021 (1990-2020)","10.02.2022",2020,"98940.27183"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",1990,"9595.92857"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",1991,"11575.14286"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",1992,"13619.57143"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",1993,"15574.42857"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",1994,"17914.28571"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",1995,"19787.78551"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",1996,"19368.14224"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",1997,"20173.42755"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",1998,"21448.57000"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",1999,"21567.14102"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2000,"19359.99776"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2001,"16455.92592"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2002,"16774.28837"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2003,"19099.75796"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2004,"21147.27327"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2005,"21893.64571"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2006,"24878.70673"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2007,"27715.22061"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2008,"26176.28020"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2009,"31427.13694"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2010,"28845.99367"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2011,"27470.65993"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2012,"30626.27857"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2013,"30275.64721"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2014,"34039.87490"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2015,"34904.36378"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2016,"39259.23571"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2017,"38303.50857"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2018,"32025.42357"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2019,"26768.58643"
"AT","CO2","t CO2-eq","3 H","Urea application","OLI 2021 (1990-2020)","10.02.2022",2020,"24538.83143"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",1990,"30661.67549"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",1991,"30820.75838"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",1992,"31023.49206"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",1993,"29761.49912"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",1994,"28526.08466"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",1995,"28756.63946"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",1996,"28812.86372"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",1997,"29582.43894"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",1998,"29925.59442"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",1999,"27741.27193"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2000,"27372.82247"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2001,"27855.46647"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2002,"29172.07732"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2003,"24425.20493"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2004,"18951.54876"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2005,"20026.67566"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2006,"20083.43149"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2007,"20312.66809"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2008,"26879.75936"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2009,"22516.38926"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2010,"14893.17789"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2011,"21371.56557"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2012,"22199.47119"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2013,"21596.50380"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2014,"23593.74757"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2015,"27151.52015"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2016,"28550.55820"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2017,"26375.70300"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2018,"26296.77654"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2019,"24611.67743"
"AT","CO2","t CO2-eq","3 I","Other (please specify)","OLI 2021 (1990-2020)","10.02.2022",2020,"25465.61499"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",1990,"-12230837.05968"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",1991,"-17005354.21108"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",1992,"-11988082.10196"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",1993,"-12292318.86978"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",1994,"-12153191.18910"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",1995,"-13433885.46984"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",1996,"-10794896.29670"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",1997,"-19307922.63718"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",1998,"-17472397.85449"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",1999,"-19779106.65857"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2000,"-16704140.15951"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2001,"-19548366.74695"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2002,"-14513147.61961"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2003,"-5121016.89465"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2004,"-9437801.40471"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2005,"-10906576.78063"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2006,"-5185040.37812"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2007,"-5415126.52165"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2008,"-4137570.92484"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2009,"-2604701.76033"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2010,"-3925653.27034"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2011,"-4309473.82490"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2012,"-3659965.01652"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2013,"-2692975.33161"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2014,"-2544968.70760"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2015,"-2366726.26713"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2016,"-2212710.55510"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2017,"-2959827.88811"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2018,"-3308973.33929"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2019,"-2800222.30299"
"AT","CO2","t CO2-eq","4","Land Use, Land Use Change and Forestry","OLI 2021 (1990-2020)","10.02.2022",2020,"-1426181.07109"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",1990,"27919.54000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",1991,"24364.74000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",1992,"11127.20000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",1993,"10796.40000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",1994,"10788.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",1995,"11110.40000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",1996,"11432.80000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",1997,"11755.20000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",1998,"12077.60000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",1999,"12400.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2000,"12400.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2001,"12400.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2002,"12400.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2003,"12400.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2004,"12400.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2005,"12400.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2006,"10260.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2007,"8208.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2008,"6156.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2009,"4104.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2010,"2052.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2011,"2052.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2012,"2052.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2013,"2052.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2014,"2052.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2015,"2052.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2016,"2052.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2017,"2052.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2018,"2052.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2019,"2052.00000"
"AT","CO2","t CO2-eq","5","Total Waste","OLI 2021 (1990-2020)","10.02.2022",2020,"2052.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",1990,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",1991,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",1992,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",1993,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",1994,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",1995,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",1996,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",1997,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",1998,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",1999,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",2000,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",2001,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",2002,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",2003,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",2004,"0.00000"
"AT","CO2","t CO2-eq","5 A","Solid Waste Disposal","OLI 2021 (1990-2020)","10.02.2022",2005,"0.00000"
