,Schadstoff,CRF_Code,Quelle,Datenstand,Jahr,Werte
0,THG,0,OLI,11.02.2023,1990,79047231.7551
1,THG,0,OLI,11.02.2023,1991,82711156.41359
2,THG,0,OLI,11.02.2023,1992,76142809.06639
3,THG,0,OLI,11.02.2023,1993,76517864.01771
4,THG,0,OLI,11.02.2023,1994,76725966.56086
5,THG,0,OLI,11.02.2023,1995,79953237.92257
6,THG,0,OLI,11.02.2023,1996,83112927.19765
7,THG,0,OLI,11.02.2023,1997,82719627.08803
8,THG,0,OLI,11.02.2023,1998,82012900.40035
9,THG,0,OLI,11.02.2023,1999,80455150.26012
10,THG,0,OLI,11.02.2023,2000,80619361.85834
11,THG,0,OLI,11.02.2023,2001,84514047.28892
12,THG,0,OLI,11.02.2023,2002,86267538.46791
13,THG,0,OLI,11.02.2023,2003,91636303.35818
14,THG,0,OLI,11.02.2023,2004,91427896.05187
15,THG,0,OLI,11.02.2023,2005,92588579.65423
16,THG,0,OLI,11.02.2023,2006,90158666.85301
17,THG,0,OLI,11.02.2023,2007,87377950.90822
18,THG,0,OLI,11.02.2023,2008,86770818.6738
19,THG,0,OLI,11.02.2023,2009,80137031.46329
20,THG,0,OLI,11.02.2023,2010,84693292.55807
21,THG,0,OLI,11.02.2023,2011,82505756.16884
22,THG,0,OLI,11.02.2023,2012,79788324.71975
23,THG,0,OLI,11.02.2023,2013,80228517.8317
24,THG,0,OLI,11.02.2023,2014,76662661.78527
25,THG,0,OLI,11.02.2023,2015,78884464.56253
26,THG,0,OLI,11.02.2023,2016,79821263.96789
27,THG,0,OLI,11.02.2023,2017,82132492.25618
28,THG,0,OLI,11.02.2023,2018,78854374.92459
29,THG,0,OLI,11.02.2023,2019,79994137.64006
30,THG,0,OLI,11.02.2023,2020,73910842.67877
31,THG,0,OLI,11.02.2023,2021,77528522.1242
32,THG,1,OLI,11.02.2023,1990,52664962.71092
33,THG,1,OLI,11.02.2023,1991,56274663.63928
34,THG,1,OLI,11.02.2023,1992,51740280.08852
35,THG,1,OLI,11.02.2023,1993,52087321.23854
36,THG,1,OLI,11.02.2023,1994,51614430.83598
37,THG,1,OLI,11.02.2023,1995,54161648.58858
38,THG,1,OLI,11.02.2023,1996,58179580.74782
39,THG,1,OLI,11.02.2023,1997,57034738.89365
40,THG,1,OLI,11.02.2023,1998,56888357.03293
41,THG,1,OLI,11.02.2023,1999,55811188.74737
42,THG,1,OLI,11.02.2023,2000,55291157.69099
43,THG,1,OLI,11.02.2023,2001,59456653.38779
44,THG,1,OLI,11.02.2023,2002,60622185.9357
45,THG,1,OLI,11.02.2023,2003,66130184.10504
46,THG,1,OLI,11.02.2023,2004,66229007.07414
47,THG,1,OLI,11.02.2023,2005,66714598.7234
48,THG,1,OLI,11.02.2023,2006,63921319.78094
49,THG,1,OLI,11.02.2023,2007,60487915.12917
50,THG,1,OLI,11.02.2023,2008,59530931.47327
51,THG,1,OLI,11.02.2023,2009,56391825.9705
52,THG,1,OLI,11.02.2023,2010,59281147.08179
53,THG,1,OLI,11.02.2023,2011,56970770.9079
54,THG,1,OLI,11.02.2023,2012,54829569.59696
55,THG,1,OLI,11.02.2023,2013,55005154.3164
56,THG,1,OLI,11.02.2023,2014,51280479.52903
57,THG,1,OLI,11.02.2023,2015,53063768.75471
58,THG,1,OLI,11.02.2023,2016,54288901.05861
59,THG,1,OLI,11.02.2023,2017,56000912.19772
60,THG,1,OLI,11.02.2023,2018,54555089.30069
61,THG,1,OLI,11.02.2023,2019,54937467.94542
62,THG,1,OLI,11.02.2023,2020,49930232.4483
63,THG,1,OLI,11.02.2023,2021,52141963.66891
64,THG,1 A,OLI,11.02.2023,1990,51890980.62824
65,THG,1 A,OLI,11.02.2023,1991,55650382.06214
66,THG,1 A,OLI,11.02.2023,1992,51069018.86831
67,THG,1 A,OLI,11.02.2023,1993,51450486.37102
68,THG,1 A,OLI,11.02.2023,1994,51102747.60204
69,THG,1 A,OLI,11.02.2023,1995,53656966.90054
70,THG,1 A,OLI,11.02.2023,1996,57749250.99014
71,THG,1 A,OLI,11.02.2023,1997,56560340.3543
72,THG,1 A,OLI,11.02.2023,1998,56385902.8439
73,THG,1 A,OLI,11.02.2023,1999,55275521.87012
74,THG,1 A,OLI,11.02.2023,2000,54754643.49172
75,THG,1 A,OLI,11.02.2023,2001,58902013.58969
76,THG,1 A,OLI,11.02.2023,2002,60083306.71525
77,THG,1 A,OLI,11.02.2023,2003,65574777.77454
78,THG,1 A,OLI,11.02.2023,2004,65726900.01152
79,THG,1 A,OLI,11.02.2023,2005,66243979.25161
80,THG,1 A,OLI,11.02.2023,2006,63421456.58515
81,THG,1 A,OLI,11.02.2023,2007,59981599.37729
82,THG,1 A,OLI,11.02.2023,2008,59065867.74001
83,THG,1 A,OLI,11.02.2023,2009,55878369.19269
84,THG,1 A,OLI,11.02.2023,2010,58778984.33137
85,THG,1 A,OLI,11.02.2023,2011,56475694.00468
86,THG,1 A,OLI,11.02.2023,2012,54319956.67135
87,THG,1 A,OLI,11.02.2023,2013,54499731.98885
88,THG,1 A,OLI,11.02.2023,2014,50809801.29545
89,THG,1 A,OLI,11.02.2023,2015,52607622.21026
90,THG,1 A,OLI,11.02.2023,2016,53865557.99146
91,THG,1 A,OLI,11.02.2023,2017,55538944.46157
92,THG,1 A,OLI,11.02.2023,2018,54155335.44042
93,THG,1 A,OLI,11.02.2023,2019,54563032.20029
94,THG,1 A,OLI,11.02.2023,2020,49574851.79868
95,THG,1 A,OLI,11.02.2023,2021,51810610.29644
96,THG,1 A 1,OLI,11.02.2023,1990,14007512.44695
97,THG,1 A 1,OLI,11.02.2023,1991,14796388.91955
98,THG,1 A 1,OLI,11.02.2023,1992,11552400.18466
99,THG,1 A 1,OLI,11.02.2023,1993,11626255.48139
100,THG,1 A 1,OLI,11.02.2023,1994,11914574.56573
101,THG,1 A 1,OLI,11.02.2023,1995,13058696.20205
102,THG,1 A 1,OLI,11.02.2023,1996,14033582.47837
103,THG,1 A 1,OLI,11.02.2023,1997,14079838.33372
104,THG,1 A 1,OLI,11.02.2023,1998,13137394.77042
105,THG,1 A 1,OLI,11.02.2023,1999,12634303.81852
106,THG,1 A 1,OLI,11.02.2023,2000,12314538.2692
107,THG,1 A 1,OLI,11.02.2023,2001,13705386.17523
108,THG,1 A 1,OLI,11.02.2023,2002,13369386.90171
109,THG,1 A 1,OLI,11.02.2023,2003,15915554.47203
110,THG,1 A 1,OLI,11.02.2023,2004,15852983.45012
111,THG,1 A 1,OLI,11.02.2023,2005,16026086.1936
112,THG,1 A 1,OLI,11.02.2023,2006,14821361.84492
113,THG,1 A 1,OLI,11.02.2023,2007,13621827.21982
114,THG,1 A 1,OLI,11.02.2023,2008,13446728.58737
115,THG,1 A 1,OLI,11.02.2023,2009,12437306.04826
116,THG,1 A 1,OLI,11.02.2023,2010,13747125.98899
117,THG,1 A 1,OLI,11.02.2023,2011,13408617.71651
118,THG,1 A 1,OLI,11.02.2023,2012,11975074.07117
119,THG,1 A 1,OLI,11.02.2023,2013,11006217.76417
120,THG,1 A 1,OLI,11.02.2023,2014,9387198.42195
121,THG,1 A 1,OLI,11.02.2023,2015,10502428.14599
122,THG,1 A 1,OLI,11.02.2023,2016,10287270.33885
123,THG,1 A 1,OLI,11.02.2023,2017,10902601.52374
124,THG,1 A 1,OLI,11.02.2023,2018,10054064.93539
125,THG,1 A 1,OLI,11.02.2023,2019,10169593.49822
126,THG,1 A 1,OLI,11.02.2023,2020,8799598.65444
127,THG,1 A 1,OLI,11.02.2023,2021,8854586.40393
128,THG,1 A 1 a,OLI,11.02.2023,1990,11098192.97099
129,THG,1 A 1 a,OLI,11.02.2023,1991,11813940.22828
130,THG,1 A 1 a,OLI,11.02.2023,1992,8635916.23294
131,THG,1 A 1 a,OLI,11.02.2023,1993,8464832.58912
132,THG,1 A 1 a,OLI,11.02.2023,1994,8747204.61188
133,THG,1 A 1 a,OLI,11.02.2023,1995,9851715.28666
134,THG,1 A 1 a,OLI,11.02.2023,1996,11120608.7491
135,THG,1 A 1 a,OLI,11.02.2023,1997,11156893.60578
136,THG,1 A 1 a,OLI,11.02.2023,1998,10146375.22354
137,THG,1 A 1 a,OLI,11.02.2023,1999,10110928.83148
138,THG,1 A 1 a,OLI,11.02.2023,2000,9814537.14493
139,THG,1 A 1 a,OLI,11.02.2023,2001,11326316.74321
140,THG,1 A 1 a,OLI,11.02.2023,2002,10586167.69616
141,THG,1 A 1 a,OLI,11.02.2023,2003,13053226.36654
142,THG,1 A 1 a,OLI,11.02.2023,2004,12756839.8039
143,THG,1 A 1 a,OLI,11.02.2023,2005,12798394.63604
144,THG,1 A 1 a,OLI,11.02.2023,2006,11722628.14644
145,THG,1 A 1 a,OLI,11.02.2023,2007,10483740.77349
146,THG,1 A 1 a,OLI,11.02.2023,2008,10397080.43364
147,THG,1 A 1 a,OLI,11.02.2023,2009,9356234.55551
148,THG,1 A 1 a,OLI,11.02.2023,2010,10777831.71053
149,THG,1 A 1 a,OLI,11.02.2023,2011,10368092.98125
150,THG,1 A 1 a,OLI,11.02.2023,2012,8925320.33697
151,THG,1 A 1 a,OLI,11.02.2023,2013,7921679.73469
152,THG,1 A 1 a,OLI,11.02.2023,2014,6418593.66815
153,THG,1 A 1 a,OLI,11.02.2023,2015,7415038.97034
154,THG,1 A 1 a,OLI,11.02.2023,2016,7221471.46766
155,THG,1 A 1 a,OLI,11.02.2023,2017,7897789.48721
156,THG,1 A 1 a,OLI,11.02.2023,2018,6982441.67844
157,THG,1 A 1 a,OLI,11.02.2023,2019,7058963.12879
158,THG,1 A 1 a,OLI,11.02.2023,2020,5771215.16683
159,THG,1 A 1 a,OLI,11.02.2023,2021,5744012.70599
160,THG,1 A 1 b,OLI,11.02.2023,1990,2397927.33225
161,THG,1 A 1 b,OLI,11.02.2023,1991,2431710.87018
162,THG,1 A 1 b,OLI,11.02.2023,1992,2393048.94012
163,THG,1 A 1 b,OLI,11.02.2023,1993,2735939.21583
164,THG,1 A 1 b,OLI,11.02.2023,1994,2713545.40934
165,THG,1 A 1 b,OLI,11.02.2023,1995,2594295.72965
166,THG,1 A 1 b,OLI,11.02.2023,1996,2651144.23328
167,THG,1 A 1 b,OLI,11.02.2023,1997,2644619.00992
168,THG,1 A 1 b,OLI,11.02.2023,1998,2637719.62434
169,THG,1 A 1 b,OLI,11.02.2023,1999,2238499.28603
170,THG,1 A 1 b,OLI,11.02.2023,2000,2217767.3167
171,THG,1 A 1 b,OLI,11.02.2023,2001,2133032.96921
172,THG,1 A 1 b,OLI,11.02.2023,2002,2570234.97032
173,THG,1 A 1 b,OLI,11.02.2023,2003,2692956.93531
174,THG,1 A 1 b,OLI,11.02.2023,2004,2849560.29829
175,THG,1 A 1 b,OLI,11.02.2023,2005,2832770.75636
176,THG,1 A 1 b,OLI,11.02.2023,2006,2835602.4628
177,THG,1 A 1 b,OLI,11.02.2023,2007,2873139.02973
178,THG,1 A 1 b,OLI,11.02.2023,2008,2811480.34692
179,THG,1 A 1 b,OLI,11.02.2023,2009,2815347.38146
180,THG,1 A 1 b,OLI,11.02.2023,2010,2729849.04303
181,THG,1 A 1 b,OLI,11.02.2023,2011,2773554.61329
182,THG,1 A 1 b,OLI,11.02.2023,2012,2842414.38297
183,THG,1 A 1 b,OLI,11.02.2023,2013,2833014.77011
184,THG,1 A 1 b,OLI,11.02.2023,2014,2719267.10606
185,THG,1 A 1 b,OLI,11.02.2023,2015,2810596.44465
186,THG,1 A 1 b,OLI,11.02.2023,2016,2791174.28705
187,THG,1 A 1 b,OLI,11.02.2023,2017,2744792.8932
188,THG,1 A 1 b,OLI,11.02.2023,2018,2830727.77194
189,THG,1 A 1 b,OLI,11.02.2023,2019,2797025.85948
190,THG,1 A 1 b,OLI,11.02.2023,2020,2737781.7953
191,THG,1 A 1 b,OLI,11.02.2023,2021,2755492.11382
192,THG,1 A 1 c,OLI,11.02.2023,1990,511392.14371
193,THG,1 A 1 c,OLI,11.02.2023,1991,550737.82109
194,THG,1 A 1 c,OLI,11.02.2023,1992,523435.01161
195,THG,1 A 1 c,OLI,11.02.2023,1993,425483.67644
196,THG,1 A 1 c,OLI,11.02.2023,1994,453824.54451
197,THG,1 A 1 c,OLI,11.02.2023,1995,612685.18574
198,THG,1 A 1 c,OLI,11.02.2023,1996,261829.49599
199,THG,1 A 1 c,OLI,11.02.2023,1997,278325.71803
200,THG,1 A 1 c,OLI,11.02.2023,1998,353299.92254
201,THG,1 A 1 c,OLI,11.02.2023,1999,284875.70101
202,THG,1 A 1 c,OLI,11.02.2023,2000,282233.80757
203,THG,1 A 1 c,OLI,11.02.2023,2001,246036.4628
204,THG,1 A 1 c,OLI,11.02.2023,2002,212984.23522
205,THG,1 A 1 c,OLI,11.02.2023,2003,169371.17018
206,THG,1 A 1 c,OLI,11.02.2023,2004,246583.34794
207,THG,1 A 1 c,OLI,11.02.2023,2005,394920.8012
208,THG,1 A 1 c,OLI,11.02.2023,2006,263131.23568
209,THG,1 A 1 c,OLI,11.02.2023,2007,264947.4166
210,THG,1 A 1 c,OLI,11.02.2023,2008,238167.80681
211,THG,1 A 1 c,OLI,11.02.2023,2009,265724.11129
212,THG,1 A 1 c,OLI,11.02.2023,2010,239445.23543
213,THG,1 A 1 c,OLI,11.02.2023,2011,266970.12196
214,THG,1 A 1 c,OLI,11.02.2023,2012,207339.35123
215,THG,1 A 1 c,OLI,11.02.2023,2013,251523.25937
216,THG,1 A 1 c,OLI,11.02.2023,2014,249337.64774
217,THG,1 A 1 c,OLI,11.02.2023,2015,276792.731
218,THG,1 A 1 c,OLI,11.02.2023,2016,274624.58414
219,THG,1 A 1 c,OLI,11.02.2023,2017,260019.14334
220,THG,1 A 1 c,OLI,11.02.2023,2018,240895.48501
221,THG,1 A 1 c,OLI,11.02.2023,2019,313604.50994
222,THG,1 A 1 c,OLI,11.02.2023,2020,290601.6923
223,THG,1 A 1 c,OLI,11.02.2023,2021,355081.58412
224,THG,1 A 2,OLI,11.02.2023,1990,9609320.34757
225,THG,1 A 2,OLI,11.02.2023,1991,9913597.57722
226,THG,1 A 2,OLI,11.02.2023,1992,9202722.07318
227,THG,1 A 2,OLI,11.02.2023,1993,9455963.15482
228,THG,1 A 2,OLI,11.02.2023,1994,10104502.08159
229,THG,1 A 2,OLI,11.02.2023,1995,10065396.0458
230,THG,1 A 2,OLI,11.02.2023,1996,10634883.82479
231,THG,1 A 2,OLI,11.02.2023,1997,11829197.72888
232,THG,1 A 2,OLI,11.02.2023,1998,10465183.56362
233,THG,1 A 2,OLI,11.02.2023,1999,9765360.44361
234,THG,1 A 2,OLI,11.02.2023,2000,10023416.43081
235,THG,1 A 2,OLI,11.02.2023,2001,10050198.53982
236,THG,1 A 2,OLI,11.02.2023,2002,10429547.10804
237,THG,1 A 2,OLI,11.02.2023,2003,10848075.1122
238,THG,1 A 2,OLI,11.02.2023,2004,11066190.38412
239,THG,1 A 2,OLI,11.02.2023,2005,11361375.28475
240,THG,1 A 2,OLI,11.02.2023,2006,11191638.42136
241,THG,1 A 2,OLI,11.02.2023,2007,10747845.88792
242,THG,1 A 2,OLI,11.02.2023,2008,11095540.45935
243,THG,1 A 2,OLI,11.02.2023,2009,10567793.61791
244,THG,1 A 2,OLI,11.02.2023,2010,11188457.68516
245,THG,1 A 2,OLI,11.02.2023,2011,11097798.3463
246,THG,1 A 2,OLI,11.02.2023,2012,10992703.52699
247,THG,1 A 2,OLI,11.02.2023,2013,10732765.36599
248,THG,1 A 2,OLI,11.02.2023,2014,10338934.83474
249,THG,1 A 2,OLI,11.02.2023,2015,10203683.39705
250,THG,1 A 2,OLI,11.02.2023,2016,10514616.65916
251,THG,1 A 2,OLI,11.02.2023,2017,10722357.38681
252,THG,1 A 2,OLI,11.02.2023,2018,10833053.46939
253,THG,1 A 2,OLI,11.02.2023,2019,10817816.1586
254,THG,1 A 2,OLI,11.02.2023,2020,10522099.01515
255,THG,1 A 2,OLI,11.02.2023,2021,10923187.04194
256,THG,1 A 2 a,OLI,11.02.2023,1990,1834414.81684
257,THG,1 A 2 a,OLI,11.02.2023,1991,1441933.61412
258,THG,1 A 2 a,OLI,11.02.2023,1992,1186720.67083
259,THG,1 A 2 a,OLI,11.02.2023,1993,1367094.88318
260,THG,1 A 2 a,OLI,11.02.2023,1994,1282095.55765
261,THG,1 A 2 a,OLI,11.02.2023,1995,1339023.09522
262,THG,1 A 2 a,OLI,11.02.2023,1996,1604139.04208
263,THG,1 A 2 a,OLI,11.02.2023,1997,1863921.11592
264,THG,1 A 2 a,OLI,11.02.2023,1998,1162246.45523
265,THG,1 A 2 a,OLI,11.02.2023,1999,1330940.60549
266,THG,1 A 2 a,OLI,11.02.2023,2000,1276824.45136
267,THG,1 A 2 a,OLI,11.02.2023,2001,1440051.4671
268,THG,1 A 2 a,OLI,11.02.2023,2002,1687276.7687
269,THG,1 A 2 a,OLI,11.02.2023,2003,1735171.58286
270,THG,1 A 2 a,OLI,11.02.2023,2004,1905063.8174
271,THG,1 A 2 a,OLI,11.02.2023,2005,1846366.4793
272,THG,1 A 2 a,OLI,11.02.2023,2006,1554420.29832
273,THG,1 A 2 a,OLI,11.02.2023,2007,1216818.68286
274,THG,1 A 2 a,OLI,11.02.2023,2008,1303899.7237
275,THG,1 A 2 a,OLI,11.02.2023,2009,1020881.08398
276,THG,1 A 2 a,OLI,11.02.2023,2010,1276710.97518
277,THG,1 A 2 a,OLI,11.02.2023,2011,1447488.3144
278,THG,1 A 2 a,OLI,11.02.2023,2012,1484920.22686
279,THG,1 A 2 a,OLI,11.02.2023,2013,1607754.83755
280,THG,1 A 2 a,OLI,11.02.2023,2014,1497111.34239
281,THG,1 A 2 a,OLI,11.02.2023,2015,1406912.07991
282,THG,1 A 2 a,OLI,11.02.2023,2016,1578012.8825
283,THG,1 A 2 a,OLI,11.02.2023,2017,1659807.06976
284,THG,1 A 2 a,OLI,11.02.2023,2018,1772995.45373
285,THG,1 A 2 a,OLI,11.02.2023,2019,1806193.08025
286,THG,1 A 2 a,OLI,11.02.2023,2020,1805006.12654
287,THG,1 A 2 a,OLI,11.02.2023,2021,1775640.55694
288,THG,1 A 2 b,OLI,11.02.2023,1990,132173.1952
289,THG,1 A 2 b,OLI,11.02.2023,1991,118953.25804
290,THG,1 A 2 b,OLI,11.02.2023,1992,126782.75064
291,THG,1 A 2 b,OLI,11.02.2023,1993,158373.22035
292,THG,1 A 2 b,OLI,11.02.2023,1994,261472.86421
293,THG,1 A 2 b,OLI,11.02.2023,1995,255363.39721
294,THG,1 A 2 b,OLI,11.02.2023,1996,176945.03013
295,THG,1 A 2 b,OLI,11.02.2023,1997,221609.94611
296,THG,1 A 2 b,OLI,11.02.2023,1998,205750.20714
297,THG,1 A 2 b,OLI,11.02.2023,1999,191455.01885
298,THG,1 A 2 b,OLI,11.02.2023,2000,193047.13633
299,THG,1 A 2 b,OLI,11.02.2023,2001,206714.64192
300,THG,1 A 2 b,OLI,11.02.2023,2002,207958.43302
301,THG,1 A 2 b,OLI,11.02.2023,2003,212973.60094
302,THG,1 A 2 b,OLI,11.02.2023,2004,219906.62793
303,THG,1 A 2 b,OLI,11.02.2023,2005,218147.24319
304,THG,1 A 2 b,OLI,11.02.2023,2006,221872.94501
305,THG,1 A 2 b,OLI,11.02.2023,2007,250979.46747
306,THG,1 A 2 b,OLI,11.02.2023,2008,253715.45522
307,THG,1 A 2 b,OLI,11.02.2023,2009,235476.524
308,THG,1 A 2 b,OLI,11.02.2023,2010,236015.66144
309,THG,1 A 2 b,OLI,11.02.2023,2011,248749.87157
310,THG,1 A 2 b,OLI,11.02.2023,2012,241324.0263
311,THG,1 A 2 b,OLI,11.02.2023,2013,272462.91807
312,THG,1 A 2 b,OLI,11.02.2023,2014,289218.20724
313,THG,1 A 2 b,OLI,11.02.2023,2015,295886.75058
314,THG,1 A 2 b,OLI,11.02.2023,2016,305355.28707
315,THG,1 A 2 b,OLI,11.02.2023,2017,297464.52896
316,THG,1 A 2 b,OLI,11.02.2023,2018,325207.4497
317,THG,1 A 2 b,OLI,11.02.2023,2019,301075.9659
318,THG,1 A 2 b,OLI,11.02.2023,2020,268237.38094
319,THG,1 A 2 b,OLI,11.02.2023,2021,294359.60089
320,THG,1 A 2 c,OLI,11.02.2023,1990,854853.73873
321,THG,1 A 2 c,OLI,11.02.2023,1991,866369.4241
322,THG,1 A 2 c,OLI,11.02.2023,1992,940582.87604
323,THG,1 A 2 c,OLI,11.02.2023,1993,1008353.61082
324,THG,1 A 2 c,OLI,11.02.2023,1994,952942.72449
325,THG,1 A 2 c,OLI,11.02.2023,1995,992930.89012
326,THG,1 A 2 c,OLI,11.02.2023,1996,1071408.85775
327,THG,1 A 2 c,OLI,11.02.2023,1997,1164353.35623
328,THG,1 A 2 c,OLI,11.02.2023,1998,1089983.40155
329,THG,1 A 2 c,OLI,11.02.2023,1999,1338504.82561
330,THG,1 A 2 c,OLI,11.02.2023,2000,1352091.83668
331,THG,1 A 2 c,OLI,11.02.2023,2001,1382585.81574
332,THG,1 A 2 c,OLI,11.02.2023,2002,1386271.59496
333,THG,1 A 2 c,OLI,11.02.2023,2003,1467858.53225
334,THG,1 A 2 c,OLI,11.02.2023,2004,1388122.11667
335,THG,1 A 2 c,OLI,11.02.2023,2005,1354936.29035
336,THG,1 A 2 c,OLI,11.02.2023,2006,1282046.3352
337,THG,1 A 2 c,OLI,11.02.2023,2007,1173538.27461
338,THG,1 A 2 c,OLI,11.02.2023,2008,1396280.91205
339,THG,1 A 2 c,OLI,11.02.2023,2009,1427749.78793
340,THG,1 A 2 c,OLI,11.02.2023,2010,1558743.37149
341,THG,1 A 2 c,OLI,11.02.2023,2011,1498273.03679
342,THG,1 A 2 c,OLI,11.02.2023,2012,1497496.02041
343,THG,1 A 2 c,OLI,11.02.2023,2013,1393601.50844
344,THG,1 A 2 c,OLI,11.02.2023,2014,1427311.36654
345,THG,1 A 2 c,OLI,11.02.2023,2015,1403163.03354
346,THG,1 A 2 c,OLI,11.02.2023,2016,1559354.42084
347,THG,1 A 2 c,OLI,11.02.2023,2017,1636841.27814
348,THG,1 A 2 c,OLI,11.02.2023,2018,1480695.84283
349,THG,1 A 2 c,OLI,11.02.2023,2019,1471621.88393
350,THG,1 A 2 c,OLI,11.02.2023,2020,1434648.93287
351,THG,1 A 2 c,OLI,11.02.2023,2021,1593054.14949
352,THG,1 A 2 d,OLI,11.02.2023,1990,2232663.64326
353,THG,1 A 2 d,OLI,11.02.2023,1991,2696648.04209
354,THG,1 A 2 d,OLI,11.02.2023,1992,2185531.39937
355,THG,1 A 2 d,OLI,11.02.2023,1993,2047676.98678
356,THG,1 A 2 d,OLI,11.02.2023,1994,2578686.07207
357,THG,1 A 2 d,OLI,11.02.2023,1995,2333786.67084
358,THG,1 A 2 d,OLI,11.02.2023,1996,2421010.71148
359,THG,1 A 2 d,OLI,11.02.2023,1997,2845387.46013
360,THG,1 A 2 d,OLI,11.02.2023,1998,2658359.04305
361,THG,1 A 2 d,OLI,11.02.2023,1999,2372267.29903
362,THG,1 A 2 d,OLI,11.02.2023,2000,2404817.44631
363,THG,1 A 2 d,OLI,11.02.2023,2001,2279536.72305
364,THG,1 A 2 d,OLI,11.02.2023,2002,2281801.99347
365,THG,1 A 2 d,OLI,11.02.2023,2003,2458228.26163
366,THG,1 A 2 d,OLI,11.02.2023,2004,2315279.985
367,THG,1 A 2 d,OLI,11.02.2023,2005,2327013.01441
368,THG,1 A 2 d,OLI,11.02.2023,2006,2229240.13367
369,THG,1 A 2 d,OLI,11.02.2023,2007,2219648.96266
370,THG,1 A 2 d,OLI,11.02.2023,2008,2222610.05745
371,THG,1 A 2 d,OLI,11.02.2023,2009,2225206.69107
372,THG,1 A 2 d,OLI,11.02.2023,2010,2343074.96843
373,THG,1 A 2 d,OLI,11.02.2023,2011,2295387.73414
374,THG,1 A 2 d,OLI,11.02.2023,2012,2055015.07381
375,THG,1 A 2 d,OLI,11.02.2023,2013,1931103.8964
376,THG,1 A 2 d,OLI,11.02.2023,2014,1772276.81711
377,THG,1 A 2 d,OLI,11.02.2023,2015,1858108.90021
378,THG,1 A 2 d,OLI,11.02.2023,2016,1805095.64778
379,THG,1 A 2 d,OLI,11.02.2023,2017,1806992.41474
380,THG,1 A 2 d,OLI,11.02.2023,2018,1914652.94051
381,THG,1 A 2 d,OLI,11.02.2023,2019,2003909.98958
382,THG,1 A 2 d,OLI,11.02.2023,2020,1831399.60378
383,THG,1 A 2 d,OLI,11.02.2023,2021,1841380.7196
384,THG,1 A 2 e,OLI,11.02.2023,1990,871682.49508
385,THG,1 A 2 e,OLI,11.02.2023,1991,935064.09951
386,THG,1 A 2 e,OLI,11.02.2023,1992,855627.9146
387,THG,1 A 2 e,OLI,11.02.2023,1993,887674.62397
388,THG,1 A 2 e,OLI,11.02.2023,1994,918191.87927
389,THG,1 A 2 e,OLI,11.02.2023,1995,933217.58645
390,THG,1 A 2 e,OLI,11.02.2023,1996,888954.59738
391,THG,1 A 2 e,OLI,11.02.2023,1997,1043160.03056
392,THG,1 A 2 e,OLI,11.02.2023,1998,944057.88716
393,THG,1 A 2 e,OLI,11.02.2023,1999,832604.55393
394,THG,1 A 2 e,OLI,11.02.2023,2000,883990.01193
395,THG,1 A 2 e,OLI,11.02.2023,2001,927801.66154
396,THG,1 A 2 e,OLI,11.02.2023,2002,1102282.20984
397,THG,1 A 2 e,OLI,11.02.2023,2003,946131.57573
398,THG,1 A 2 e,OLI,11.02.2023,2004,949173.76187
399,THG,1 A 2 e,OLI,11.02.2023,2005,961771.6818
400,THG,1 A 2 e,OLI,11.02.2023,2006,936607.09028
401,THG,1 A 2 e,OLI,11.02.2023,2007,889003.12607
402,THG,1 A 2 e,OLI,11.02.2023,2008,879632.53883
403,THG,1 A 2 e,OLI,11.02.2023,2009,910167.3921
404,THG,1 A 2 e,OLI,11.02.2023,2010,967818.92101
405,THG,1 A 2 e,OLI,11.02.2023,2011,964312.24951
406,THG,1 A 2 e,OLI,11.02.2023,2012,944229.93918
407,THG,1 A 2 e,OLI,11.02.2023,2013,828197.54474
408,THG,1 A 2 e,OLI,11.02.2023,2014,923601.48067
409,THG,1 A 2 e,OLI,11.02.2023,2015,981122.9997
410,THG,1 A 2 e,OLI,11.02.2023,2016,817130.65438
411,THG,1 A 2 e,OLI,11.02.2023,2017,804367.27045
412,THG,1 A 2 e,OLI,11.02.2023,2018,770562.11432
413,THG,1 A 2 e,OLI,11.02.2023,2019,760788.78286
414,THG,1 A 2 e,OLI,11.02.2023,2020,790858.98354
415,THG,1 A 2 e,OLI,11.02.2023,2021,795559.19005
416,THG,1 A 2 f,OLI,11.02.2023,1990,1676853.72867
417,THG,1 A 2 f,OLI,11.02.2023,1991,1675495.62529
418,THG,1 A 2 f,OLI,11.02.2023,1992,1681756.78907
419,THG,1 A 2 f,OLI,11.02.2023,1993,1628703.95255
420,THG,1 A 2 f,OLI,11.02.2023,1994,1700999.86563
421,THG,1 A 2 f,OLI,11.02.2023,1995,1527930.13414
422,THG,1 A 2 f,OLI,11.02.2023,1996,1558923.12666
423,THG,1 A 2 f,OLI,11.02.2023,1997,1706742.27165
424,THG,1 A 2 f,OLI,11.02.2023,1998,1609431.06309
425,THG,1 A 2 f,OLI,11.02.2023,1999,1480223.22965
426,THG,1 A 2 f,OLI,11.02.2023,2000,1549698.92499
427,THG,1 A 2 f,OLI,11.02.2023,2001,1518386.55501
428,THG,1 A 2 f,OLI,11.02.2023,2002,1669623.7029
429,THG,1 A 2 f,OLI,11.02.2023,2003,1696530.49981
430,THG,1 A 2 f,OLI,11.02.2023,2004,1841082.15174
431,THG,1 A 2 f,OLI,11.02.2023,2005,1669488.37659
