fid_1,GF,ARS,AGS,GEN,BEZ,BEM,NUTS,DEBKG_ID,netPotentialShare,buildingWithPVShare,MStRInstalledNetPower,SolarPotentialInMWhPerYear,NumberOfBuildingsWithPV,NumberOfBuildings
7885,4,96725606145,9672145,Riedenberg,Gemeinde,gemeinschaftsangehörig,DE265,DEBKGDL20000E1X2,14.05,13.64,1312.36,9342.33,117,858
7884,4,96725606138,9672138,Oberleichtersbach,Gemeinde,gemeinschaftsangehörig,DE265,DEBKGDL20000E2DC,16.98,18.66,6718.92,39559.44,303,1624
7883,4,96725606126,9672126,Geroda,Gemeinde,gemeinschaftsangehörig,DE265,DEBKGDL20000E2MM,7.71,9.21,1127.41,14628.38,78,847
7882,4,96720166166,9672166,Zeitlofs,Gemeinde,--,DE265,DEBKGDL20000E3TD,9.23,8.9,2742.3,29715.25,190,2134
7881,4,96720163163,9672163,Wildflecken,Gemeinde,--,DE265,DEBKGDL20000DYFX,4.97,6.88,2517.82,50654.8,188,2734
7880,4,96720161161,9672161,Wartmannsroth,Gemeinde,--,DE265,DEBKGDL20000E3TC,9.32,9.43,3711.14,39801.61,247,2619
7879,4,96720140140,9672140,Oerlenbach,Gemeinde,--,DE265,DEBKGDL20000E2C0,8.37,12.3,5382.68,64324.61,489,3976
7878,4,96720139139,9672139,Oberthulba,Gemeinde,--,DE265,DEBKGDL20000E1KW,11.08,18.97,6854.11,61846.62,609,3211
7877,4,96720136136,9672136,Nüdlingen,Gemeinde,--,DE265,DEBKGDL20000E24V,10.57,14.72,4371.78,41375.66,408,2772
7876,4,96720135135,9672135,Münnerstadt,Stadt,--,DE265,DEBKGDL20000E255,8.49,13.71,6978.1,82206.37,620,4522
7875,4,96720134134,9672134,Motten,Gemeinde,--,DE265,DEBKGDL20000DWEO,15.07,11.33,3845.38,25522.67,206,1818
7874,4,96720127127,9672127,Hammelburg,Stadt,--,DE265,DEBKGDL20000E0F1,8.04,12.42,11699.12,145427.55,900,7245
7873,4,96720117117,9672117,Burkardroth,Gemeinde,--,DE265,DEBKGDL20000E1VL,8.7,10.62,7625.42,87630.57,687,6471
7872,4,96720114114,9672114,Bad Kissingen,Stadt,--,DE265,DEBKGDL20000DXE4,6.53,13.08,11125.34,170353.95,981,7502
7871,4,96720113113,9672113,Bad Brückenau,Stadt,--,DE265,DEBKGDL20000DZVA,9.18,17.09,5036.88,54884.77,371,2171
7870,4,96720112112,9672112,Bad Bocklet,Gemeinde,--,DE265,DEBKGDL20000E2EK,8.72,13.46,4088.3,46895.38,376,2794
7869,4,96719461461,9671461,Wiesener Forst,Gemeindefreies Gebiet,--,DE264,DEBKGDL20000E3PI,,,,59.97,,13
7868,4,96719460460,9671460,Waldaschaffer Forst,Gemeindefreies Gebiet,--,DE264,DEBKGDL20000E2NQ,,,,924.26,,45
7867,4,96719459459,9671459,Schöllkrippener Forst,Gemeindefreies Gebiet,--,DE264,DEBKGDL20000E02H,,,,105.73,,15
7866,4,96719458458,9671458,Sailaufer Forst,Gemeindefreies Gebiet,--,DE264,DEBKGDL20000E3CF,,,,31.59,,8
7865,4,96719457457,9671457,Rothenbucher Forst,Gemeindefreies Gebiet,--,DE264,DEBKGDL20000E1JZ,,,,31.86,,15
7864,4,96719456456,9671456,Rohrbrunner Forst,Gemeindefreies Gebiet,--,DE264,DEBKGDL20000E3IC,,,,100.13,,28
7863,4,96719453453,9671453,Heinrichsthaler Forst,Gemeindefreies Gebiet,--,DE264,DEBKGDL20000E6YJ,,,,90.81,,18
7862,4,96719451451,9671451,Forst Hain i. Spessart,Gemeindefreies Gebiet,--,DE264,DEBKGDL20000E134,,,,51.96,,12
7861,4,96715604162,9671162,Wiesen,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000E3P1,15.35,21.19,1782.1,11613.36,167,788
7860,4,96715604159,9671159,Westerngrund,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000E3P0,10.17,15.22,1828.59,17980.5,161,1058
7859,4,96715604153,9671153,Sommerkahl,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000E02F,7.19,10.05,749.61,10423.39,86,856
7858,4,96715604152,9671152,Schöllkrippen,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000E3IF,9.47,17.99,3743.07,39531.14,312,1734
7857,4,96715604138,9671138,Krombach,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000DWBQ,6.84,12.24,1271.58,18599.03,143,1168
7856,4,96715604135,9671135,Kleinkahl,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000E3PC,8.02,11.66,1648.6,20551.85,167,1432
7855,4,96715604113,9671113,Blankenbach,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000DWBP,7.99,13.17,1224.87,15337.45,136,1033
7854,4,96715603160,9671160,Dammbach,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000DVX0,6.39,6.99,913.68,14290.93,97,1387
7853,4,96715603141,9671141,Mespelbrunn,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000DW2R,3.75,7.59,545.65,14566.94,67,883
7852,4,96715603127,9671127,Heimbuchenthal,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000E3ID,9,8.8,1369.96,15227.63,108,1227
7851,4,96715602128,9671128,Heinrichsthal,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000E3P6,9.13,20.57,787.08,8616.72,86,418
7850,4,96715602126,9671126,Heigenbrücken,Gemeinde,gemeinschaftsangehörig,DE264,DEBKGDL20000E6YH,7.61,11.74,1029.44,13521.04,110,937
7849,4,96710157157,9671157,Weibersbrunn,Gemeinde,--,DE264,DEBKGDL20000E2NU,4.99,11.36,617.93,12382.41,80,704
7848,4,96710156156,9671156,Waldaschaff,Gemeinde,--,DE264,DEBKGDL20000E06Y,8.67,17,2050.04,23655.44,178,1047
7847,4,96710155155,9671155,Stockstadt a. Main,Gemeinde,--,DE264,DEBKGDL20000E2MC,7.46,13.28,5729.44,76795.59,311,2342
7846,4,96710150150,9671150,Sailauf,Gemeinde,--,DE264,DEBKGDL20000E3CG,6.32,11.33,2016.87,31912.28,224,1977
7845,4,96710148148,9671148,Rothenbuch,Gemeinde,--,DE264,DEBKGDL20000DZTF,5.61,7.98,675.2,12030.27,82,1027
7844,4,96710143143,9671143,Mömbris,Gemeinde,--,DE264,DEBKGDL20000E3PJ,8.4,14.63,7114.83,84749.33,797,5449
7843,4,96710140140,9671140,Mainaschaff,Gemeinde,--,DE264,DEBKGDL20000E2MD,10.55,15.56,5465.24,51803.76,293,1883
7842,4,96710139139,9671139,Laufach,Gemeinde,--,DE264,DEBKGDL20000E0TY,7.72,13.03,3042.26,39416.32,291,2233
7841,4,96710136136,9671136,Kleinostheim,Gemeinde,--,DE264,DEBKGDL20000E6AX,7.34,13.75,5558.74,75729.95,351,2553
7840,4,96710134134,9671134,Kahl a. Main,Gemeinde,--,DE264,DEBKGDL20000E3PG,10.2,13.07,4990.08,48916.12,425,3252
7839,4,96710133133,9671133,Johannesberg,Gemeinde,--,DE264,DEBKGDL20000E3OZ,7.03,13.74,1874.4,26667.13,239,1739
7838,4,96710130130,9671130,Hösbach,Gemeinde,--,DE264,DEBKGDL20000E2O3,8.21,12.74,8886.67,108263.64,781,6132
7837,4,96710124124,9671124,Haibach,Gemeinde,--,DE264,DEBKGDL20000E3WW,6.29,15.13,3134.46,49815.51,396,2617
7836,4,96710122122,9671122,Großostheim,Gemeinde,--,DE264,DEBKGDL20000E2X9,8.74,12,12967.51,148334.8,932,7767
7835,4,96710121121,9671121,Goldbach,Gemeinde,--,DE264,DEBKGDL20000E3PH,7.7,15.27,5452.91,70788.55,537,3517
7834,4,96710120120,9671120,Glattbach,Gemeinde,--,DE264,DEBKGDL20000E1DR,7.27,14.19,1184.9,16292.71,152,1071
7833,4,96710119119,9671119,Geiselbach,Gemeinde,--,DE264,DEBKGDL20000E1O9,14.36,11.28,2949.86,20539.47,215,1906
7832,4,96710114114,9671114,Karlstein a. Main,Gemeinde,--,DE264,DEBKGDL20000DZLI,8.7,12.14,5126.88,58901.86,406,3344
7831,4,96710112112,9671112,Bessenbach,Gemeinde,--,DE264,DEBKGDL20000E2O4,10.78,22.41,4739.99,43977.98,392,1749
7830,4,96710111111,9671111,Alzenau,Stadt,--,DE264,DEBKGDL20000DZLJ,9.27,15.45,15773.78,170231.07,1097,7102
7829,4,96630000000,9663000,Würzburg,Stadt,kreisfrei,DE263,DEBKGDL20000E5RZ,5.33,8.83,40683.86,763411.72,2757,31210
7828,4,96620000000,9662000,Schweinfurt,Stadt,kreisfrei,DE262,DEBKGDL20000DWGN,6.12,10.02,25950.26,423750.11,1316,13137
7827,4,96610000000,9661000,Aschaffenburg,Stadt,kreisfrei,DE261,DEBKGDL20000E2XB,5.61,10.06,25800.85,460262,1717,17074
7826,4,95775536179,9577179,Westheim,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000DYGO,23.78,21.85,6462.99,27182.81,288,1318
7825,4,95775536140,9577140,Heidenheim,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E00M,14.36,12.46,7332.52,51049.28,393,3154
7824,4,95775536133,9577133,Gnotzheim,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E502,15.31,12.98,2106.22,13755.59,145,1117
7823,4,95775535163,9577163,Raitenbuch,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E4I3,13.62,15.3,3228.82,23711.31,187,1222
7822,4,95775535151,9577151,Nennslingen,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E4AU,11.55,11.89,3285.81,28454.97,191,1606
7821,4,95775535120,9577120,Burgsalach,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E748,13.8,16.22,2929.4,21234.07,183,1128
7820,4,95775535115,9577115,Bergen,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E58W,13.34,14.91,3117.51,23369.9,208,1395
7819,4,95775534141,9577141,Höttingen,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E3ZU,14.89,17.4,2672.45,17949.22,169,971
7818,4,95775534127,9577127,Ettenstatt,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E4PS,10.51,14.83,1614.14,15358.54,141,951
7817,4,95775534125,9577125,Ellingen,Stadt,gemeinschaftsangehörig,DE25C,DEBKGDL20000E50K,14.66,18.28,7073.27,48256.41,455,2489
7816,4,95775533150,9577150,Meinheim,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E4P6,18.43,22.4,2870.81,15580.55,198,884
7815,4,95775533149,9577149,Markt Berolzheim,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E4IC,15.99,18.2,2558.9,15998.66,180,989
7814,4,95775533122,9577122,Dittenheim,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E585,25.18,17.03,7937.87,31529.16,409,2402
7813,4,95775533113,9577113,Alesheim,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E4P5,14.88,19.45,3222.7,21658.28,177,910
7812,4,95775532172,9577172,Theilenhofen,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E00Z,15.19,19.86,3580.48,23564.58,206,1037
7811,4,95775532159,9577159,Pfofeld,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E1UZ,14.73,22.33,2663.96,18089.45,240,1075
7810,4,95775532138,9577138,Haundorf,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000E3ZV,18,25.01,5180.63,28778.54,426,1703
7809,4,95775532111,9577111,Absberg,Gemeinde,gemeinschaftsangehörig,DE25C,DEBKGDL20000DYA4,14.79,17.53,2477.26,16752.61,176,1004
7808,4,95770177177,9577177,Weißenburg i. Bay.,Stadt,--,DE25C,DEBKGDL20000DWZ4,11.39,15.89,24334.83,213639.28,1320,8307
7807,4,95770173173,9577173,Treuchtlingen,Stadt,--,DE25C,DEBKGDL20000DYBM,11.19,15.69,17508.63,156407.63,1036,6604
7806,4,95770168168,9577168,Solnhofen,Gemeinde,--,DE25C,DEBKGDL20000E4P3,6.14,12.45,1810.37,29472.1,148,1189
7805,4,95770162162,9577162,Polsingen,Gemeinde,--,DE25C,DEBKGDL20000E3QD,14.79,10.48,4922.66,33282.44,266,2537
7804,4,95770161161,9577161,Pleinfeld,Gemeinde,--,DE25C,DEBKGDL20000E59R,16.33,17.54,13492.58,82633.1,843,4805
7803,4,95770158158,9577158,Pappenheim,Stadt,--,DE25C,DEBKGDL20000E73S,11.25,15.9,8110.48,72122.56,452,2843
7802,4,95770148148,9577148,Langenaltheim,Gemeinde,--,DE25C,DEBKGDL20000DVYC,14.52,12.91,5701.64,39268.44,348,2696
7801,4,95770136136,9577136,Gunzenhausen,Stadt,--,DE25C,DEBKGDL20000E32B,13.05,18.18,24494.45,187725.36,1550,8525
7800,4,95770114114,9577114,Muhr a. See,Gemeinde,--,DE25C,DEBKGDL20000E4PL,18.62,18.88,3503.36,18814.01,298,1578
7799,4,95769455455,9576455,Soos,Gemeindefreies Gebiet,--,DE25B,DEBKGDL20000E05Y,,,,62.66,,4
7798,4,95769454454,9576454,Heidenberg,Gemeindefreies Gebiet,--,DE25B,DEBKGDL20000DZ8W,,,,3.92,,5
7797,4,95769453453,9576453,Forst Kleinschwarzenlohe,Gemeindefreies Gebiet,--,DE25B,DEBKGDL20000DYTY,,,,5340.83,,196
7796,4,95769452452,9576452,Dechenwald,Gemeindefreies Gebiet,--,DE25B,DEBKGDL20000DYW3,,,,,,
7795,4,95769451451,9576451,Abenberger Wald,Gemeindefreies Gebiet,--,DE25B,DEBKGDL20000E5QV,,,,6.16,,3
7794,4,95760151151,9576151,Wendelstein,Gemeinde,--,DE25B,DEBKGDL20000E2KH,6.23,9.08,8683.91,139402.32,750,8264
7793,4,95760148148,9576148,Thalmässing,Gemeinde,--,DE25B,DEBKGDL20000E1Y0,9.3,12.22,9485.49,101990.76,671,5491
7792,4,95760147147,9576147,Spalt,Stadt,--,DE25B,DEBKGDL20000DYA5,14.58,15.56,8253.03,56592.35,536,3444
7791,4,95760143143,9576143,Roth,Stadt,--,DE25B,DEBKGDL20000E2L8,8.11,13.21,17974.18,221567.33,1242,9402
7790,4,95760142142,9576142,Rohr,Gemeinde,--,DE25B,DEBKGDL20000DZF3,14.5,19.19,5987.92,41299.98,491,2558
7789,4,95760141141,9576141,Röttenbach,Gemeinde,--,DE25B,DEBKGDL20000E4PH,14.69,17.32,5559.38,37844.42,319,1842
7788,4,95760137137,9576137,Rednitzhembach,Gemeinde,--,DE25B,DEBKGDL20000E4AZ,10.58,17.02,5984.6,56546.2,422,2480
7787,4,95760132132,9576132,Schwanstetten,Gemeinde,--,DE25B,DEBKGDL20000E5MD,7.73,11,4043.94,52322.02,471,4283
7786,4,95760128128,9576128,Kammerstein,Gemeinde,--,DE25B,DEBKGDL20000DZF4,11.9,18.26,4264.32,35837.16,368,2015
7785,4,95760127127,9576127,Hilpoltstein,Stadt,--,DE25B,DEBKGDL20000E2UQ,8.74,16.05,15274.52,174815.39,1264,7873
7784,4,95760126126,9576126,Heideck,Stadt,--,DE25B,DEBKGDL20000E58C,10.65,16.98,6774.17,63591.5,598,3521
7783,4,95760122122,9576122,Greding,Stadt,--,DE25B,DEBKGDL20000E74H,9.43,12.6,11506.23,121990.27,733,5818
7782,4,95760121121,9576121,Georgensgmünd,Gemeinde,--,DE25B,DEBKGDL20000DYZI,13,15.32,11231.12,86373.49,615,4014
7781,4,95760117117,9576117,Büchenbach,Gemeinde,--,DE25B,DEBKGDL20000E4AP,12.34,16.12,5758.86,46669.69,468,2903
7780,4,95760113113,9576113,Allersberg,Gemeinde,--,DE25B,DEBKGDL20000E58G,6.89,11.45,6312.95,91636.31,607,5299
7779,4,95760111111,9576111,Abenberg,Stadt,--,DE25B,DEBKGDL20000E5Y7,15.48,15.84,10263.04,66294.29,530,3345
7778,4,95759451451,9575451,Osing,Gemeindefreies Gebiet,--,DE25A,DEBKGDL20000E30W,,,,7.92,,2
7777,4,95755525166,9575166,Trautskirchen,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E15C,13.08,11.32,2714.37,20753.24,139,1228
7776,4,95755525152,9575152,Neuhof a.d. Zenn,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E2JU,8.94,10.55,2416.75,27042.87,198,1876
7775,4,95755524143,9575143,Marktbergel,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E0O9,19.94,15.42,5262.74,26390.64,285,1848
7774,4,95755524133,9575133,Illesheim,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E0O8,7.85,13.71,2226.03,28360.85,190,1386
7773,4,95755524124,9575124,Gallmersgarten,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000DZ87,12.15,11.49,1975.22,16259.16,117,1018
7772,4,95755524115,9575115,Burgbernheim,Stadt,gemeinschaftsangehörig,DE25A,DEBKGDL20000E0SK,22.33,13.78,12990.49,58178.86,467,3388
7771,4,95755522167,9575167,Uehlfeld,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E2KE,14.96,11.55,6866.65,45913.64,316,2735
7770,4,95755522125,9575125,Gerhardshofen,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E4JA,10.09,12.57,3242.86,32135.12,280,2227
7769,4,95755522117,9575117,Dachsbach,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E0X4,8.78,11.55,2114.91,24081.32,180,1558
7768,4,95755521150,9575150,Münchsteinach,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E0MP,14.58,13.3,2578.67,17682.52,166,1248
7767,4,95755521128,9575128,Gutenstetten,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E2HR,12.89,20.18,2732.86,21198.87,184,912
7766,4,95755521118,9575118,Diespeck,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E2R5,13.92,15.39,6695.44,48106.11,368,2391
7765,4,95755521113,9575113,Baudenbach,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E0MQ,16.19,15.32,3006.86,18566.94,171,1116
7764,4,95755520181,9575181,Wilhelmsdorf,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E4U4,17.1,16.93,2902.23,16971.8,158,933
7763,4,95755520129,9575129,Hagenbüchach,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E4U6,13.39,19.27,1996.26,14907.14,186,965
7762,4,95755519179,9575179,Weigenheim,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E29B,15.83,13.32,3168.54,20012.45,208,1562
7761,4,95755519168,9575168,Uffenheim,Stadt,gemeinschaftsangehörig,DE25A,DEBKGDL20000E2HK,11.57,18.31,15059.53,130163.79,824,4501
7760,4,95755519163,9575163,Simmershofen,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E2J9,17.54,10.93,4003.53,22822.8,253,2315
7759,4,95755519155,9575155,Oberickelsheim,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000DWYI,22.68,18.93,3523.53,15533.58,195,1030
7758,4,95755519146,9575146,Markt Nordheim,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E0X2,20.37,17.64,5950.82,29210.25,283,1604
7757,4,95755519134,9575134,Ippesheim,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000DXLO,19.77,10.68,4932.71,24951.43,208,1947
7756,4,95755519130,9575130,Hemmersheim,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E6T3,14.45,12.42,2411.64,16689.34,147,1184
7755,4,95755519127,9575127,Gollhofen,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E29C,20.29,22.64,4285.89,21126.92,201,888
7754,4,95755519122,9575122,Ergersheim,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000DZTK,19.77,13.77,6092.46,30810.84,238,1728
7753,4,95755518165,9575165,Sugenheim,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E41V,14.02,12.21,6148.29,43861.88,392,3210
7752,4,95755518161,9575161,Scheinfeld,Stadt,gemeinschaftsangehörig,DE25A,DEBKGDL20000E0WJ,11.92,17.47,7038.94,59029.8,516,2954
7751,4,95755518157,9575157,Oberscheinfeld,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E5AF,13.76,12.76,3332.69,24215.1,210,1646
7750,4,95755518147,9575147,Markt Taschendorf,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E0AN,9.03,8.98,1481.83,16415.16,117,1303
7749,4,95755518144,9575144,Markt Bibart,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E1ML,11.77,18,4113.06,34957.46,232,1289
7748,4,95755518138,9575138,Langenfeld,Gemeinde,gemeinschaftsangehörig,DE25A,DEBKGDL20000E2JI,18.51,17.44,2305.08,12456.21,124,711
7747,4,95750156156,9575156,Obernzenn,Gemeinde,--,DE25A,DEBKGDL20000E2HB,13.47,11.17,4895.24,36344.06,330,2954
7746,4,95750153153,9575153,Neustadt a.d. Aisch,Stadt,--,DE25A,DEBKGDL20000E2ZA,11.64,14.04,15572.55,133779.21,911,6488
7745,4,95750145145,9575145,Markt Erlbach,Gemeinde,--,DE25A,DEBKGDL20000E0WM,12.45,12.99,8870.45,71256.76,572,4404
7744,4,95750135135,9575135,Ipsheim,Gemeinde,--,DE25A,DEBKGDL20000DZZ0,14.72,16.75,5129.77,34842.86,351,2096
7743,4,95750121121,9575121,Emskirchen,Gemeinde,--,DE25A,DEBKGDL20000E4JB,13.48,17.57,10709.87,79448.24,655,3729
7742,4,95750119119,9575119,Dietersheim,Gemeinde,--,DE25A,DEBKGDL20000E2Z9,11.8,15.37,4207.6,35650.15,303,1971
7741,4,95750116116,9575116,Burghaslach,Gemeinde,--,DE25A,DEBKGDL20000E0QQ,11.4,11.41,5915.99,51901.92,289,2533
7740,4,95750112112,9575112,Bad Windsheim,Stadt,--,DE25A,DEBKGDL20000DZYZ,11.78,15.36,16920.72,143636.27,1105,7194
7739,4,95749465465,9574465,Zerzabelshofer Forst,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E5GZ,,,,221.31,,13
7738,4,95749464464,9574464,Winkelhaid,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E0DP,,,,748.39,,25
7737,4,95749463463,9574463,Schönberg,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E0VE,,,,9.78,,8
7736,4,95749462462,9574462,Rückersdorfer Forst,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E4MH,,,,137.57,,20
7735,4,95749461461,9574461,Leinburg,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000DVXB,,,,,,
7734,4,95749460460,9574460,Laufamholzer Forst,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E11F,,,,2068.22,,92
7733,4,95749458458,9574458,Haimendorfer Forst,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E595,,,,5809.58,,74
7732,4,95749457457,9574457,Günthersbühler Forst,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E4AD,,,,,,
7731,4,95749456456,9574456,Forsthof,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E59Q,,,,26.47,,3
7730,4,95749455455,9574455,Fischbach,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E49T,,,,2368.58,,32
7729,4,95749454454,9574454,Feuchter Forst,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000DZHW,,,,1246.53,,160
7728,4,95749453453,9574453,Engelthaler Forst,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E3QE,,,,11.39,,3
7727,4,95749452452,9574452,Brunn,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000DWN4,,,,120.25,,12
7726,4,95749451451,9574451,Behringersdorfer Forst,Gemeindefreies Gebiet,--,DE259,DEBKGDL20000E4AV,,,,0,,1
7725,4,95745529145,9574145,Offenhausen,Gemeinde,gemeinschaftsangehörig,DE259,DEBKGDL20000E3Q3,7.33,9.67,1477.36,20157.45,111,1148
7724,4,95745529131,9574131,Henfenfeld,Gemeinde,gemeinschaftsangehörig,DE259,DEBKGDL20000E596,9.76,14.98,1228.75,12589.64,138,921
7723,4,95745529120,9574120,Engelthal,Gemeinde,gemeinschaftsangehörig,DE259,DEBKGDL20000E4ZV,7.82,11,1034.43,13231.99,98,891
7722,4,95745528128,9574128,Happurg,Gemeinde,gemeinschaftsangehörig,DE259,DEBKGDL20000E1WJ,7.23,9.39,2396.32,33144.3,203,2163
7721,4,95745528111,9574111,Alfeld,Gemeinde,gemeinschaftsangehörig,DE259,DEBKGDL20000E1WD,9.31,11.71,1385.05,14880.96,109,931
7720,4,95745527161,9574161,Vorra,Gemeinde,gemeinschaftsangehörig,DE259,DEBKGDL20000E40P,5.77,7.62,811.07,14065.73,82,1076
7719,4,95745527160,9574160,Velden,Stadt,gemeinschaftsangehörig,DE259,DEBKGDL20000E5FN,8.94,9.46,1604.41,17939.25,114,1205
7718,4,95745527129,9574129,Hartenstein,Gemeinde,gemeinschaftsangehörig,DE259,DEBKGDL20000E5FM,4.8,6.59,987.38,20582.67,76,1154
7717,4,95740164164,9574164,Winkelhaid,Gemeinde,--,DE259,DEBKGDL20000E257,6.42,14.19,1943.1,30256.76,243,1712
7716,4,95740158158,9574158,Simmelsdorf,Gemeinde,--,DE259,DEBKGDL20000E1Q2,6.83,8.97,2017.03,29532.43,228,2543
7715,4,95740157157,9574157,Schwarzenbruck,Gemeinde,--,DE259,DEBKGDL20000E5WL,13.8,13.87,8887.29,64394.35,468,3373
7714,4,95740156156,9574156,Schwaig b. Nürnberg,Gemeinde,--,DE259,DEBKGDL20000E11E,8.1,10.49,4001.01,49385.04,330,3146
7713,4,95740155155,9574155,Schnaittach,Gemeinde,--,DE259,DEBKGDL20000E4MM,8.85,10.2,5664.44,64006.16,545,5343
7712,4,95740154154,9574154,Rückersdorf,Gemeinde,--,DE259,DEBKGDL20000E4NG,8.55,17.62,2222.75,26007.85,295,1674
7711,4,95740152152,9574152,Röthenbach a.d. Pegnitz,Stadt,--,DE259,DEBKGDL20000E597,2.66,9.11,2680.83,100848.95,286,3141
7710,4,95740150150,9574150,Reichenschwand,Gemeinde,--,DE259,DEBKGDL20000E1WK,7.04,11.95,1274.9,18109.94,155,1297
7709,4,95740147147,9574147,Pommelsbrunn,Gemeinde,--,DE259,DEBKGDL20000E1WC,6.47,9.05,3049.46,47151.91,312,3447
7708,4,95740146146,9574146,Ottensoos,Gemeinde,--,DE259,DEBKGDL20000E4U2,5.86,9.24,1144.96,19552.59,152,1645
7707,4,95740141141,9574141,Neunkirchen a. Sand,Gemeinde,--,DE259,DEBKGDL20000E47R,5.49,6.46,2530.8,46122.52,235,3640
7706,4,95740140140,9574140,Neuhaus a.d. Pegnitz,Gemeinde,--,DE259,DEBKGDL20000E11X,6.44,9.46,2680.08,41616.66,192,2030
7705,4,95740139139,9574139,Leinburg,Gemeinde,--,DE259,DEBKGDL20000DVX8,6.53,11.41,3818.14,58482.94,371,3251
7704,4,95740138138,9574138,Lauf a.d. Pegnitz,Stadt,--,DE259,DEBKGDL20000E0VS,6.58,10.15,12486.88,189659.2,1092,10758
7703,4,95740135135,9574135,Kirchensittenbach,Gemeinde,--,DE259,DEBKGDL20000E47S,7.89,10.32,1838.09,23289.84,196,1900
7702,4,95740132132,9574132,Hersbruck,Stadt,--,DE259,DEBKGDL20000E4MK,8.76,9.67,8163.28,93166.38,510,5275
